hanzi,tl,frequency,poj
神主牌仔,sîn-tsú-pâi-á,12,sîn-chú-pâi-á
神怪故事,sîn-kuài-kòo-sū,12,sîn-koài-kò͘-sū
福爾摩沙,hō-lú-môo-sa,12,hō-lú-mô͘-sa
科技產業,kho-ki-sán-gia̍p,12,kho-ki-sán-gia̍p
科舉考試,kho-kí-khó-tshì,12,kho-kí-khó-chhì
移墾社會,î-khún-siā-huē,12,î-khún-siā-hōe
移民文化,î-bîn-bûn-huà,12,î-bîn-bûn-hòa
種樹綠化,tsìng-tshiū-li̍k-huà,12,chèng-chhiū-le̍k-hòa
空氣流動,khong-khì-liû-tōng,12,khong-khì-liû-tōng
立方公分,li̍p-hong-kong-hun,12,li̍p-hong-kong-hun
立方公寸,li̍p-hong-kong-tshùn,12,li̍p-hong-kong-chhùn
立方公尺,li̍p-hong-kong-tshioh,12,li̍p-hong-kong-chhioh
立法機關,li̍p-huat-ki-kuan,12,li̍p-hoat-ki-koan
立體作品,li̍p-thé-tsok-phín,12,li̍p-thé-chok-phín
立體形體,li̍p-thé-hîng-thé,12,li̍p-thé-hêng-thé
立體結構,li̍p-thé-kiat-kòo,12,li̍p-thé-kiat-kò͘
第一人稱,tē-it-jîn-tshing,12,tē-it-jîn-chheng
第三人稱,tē-sann-jîn-tshing,12,tē-saⁿ-jîn-chheng
第二人稱,tē-jī-jîn-tshing,12,tē-jī-jîn-chheng
第二性徵,tē-jī-sìng-ting,12,tē-jī-sèng-teng
等值分數,tíng-ta̍t-hun-sòo,12,téng-ta̍t-hun-sò͘
等差中項,tíng-tsha-tiong-hāng,12,téng-chha-tiong-hāng
等差數列,tíng-tsha-sòo-lia̍t,12,téng-chha-sò͘-lia̍t
等差級數,tíng-tsha-kip-sòo,12,téng-chha-kip-sò͘
等比中項,tíng-pí-tiong-hāng,12,téng-pí-tiong-hāng
等量公理,tíng-liōng-kong-lí,12,téng-liōng-kong-lí
管弦樂器,kuán-hiân-ga̍k-khì,12,koán-hiân-ga̍k-khì
管弦樂團,kuán-hiân-ga̍k-thuân,12,koán-hiân-ga̍k-thoân
管絃樂團,kuán-hiân-ga̍k-thuân,12,koán-hiân-ga̍k-thoân
節能減碳,tsiat-lîng-kiám-thuànn,12,chiat-lêng-kiám-thòaⁿ
簡化問題,kán-huà-būn-tê,12,kán-hòa-būn-tê
簡化計算,kán-huà-kè-sǹg,12,kán-hòa-kè-sǹg
粗瓷仔塗,tshoo-huî-á-thôo,12,chho͘-hûi-á-thô͘
粗調節輪,tshoo-tiâu-tsiat-lûn,12,chho͘-tiâu-chiat-lûn
精緻農業,tsing-tì-lông-gia̍p,12,cheng-tì-lông-gia̍p
糞埽分類,pùn-sò-hun-luī,12,pùn-sò-hun-lūi
糞埽減量,pùn-sò-kiám-liōng,12,pùn-sò-kiám-liōng
紅柑仔色,âng-kam-á-sik,12,âng-kam-á-sek
紅茄仔色,âng-kiô-á-sik,12,âng-kiô-á-sek
紙片拼貼,tsuá-phìnn-phing-tah,12,chóa-phìⁿ-pheng-tah
細狗齒仔,sè-káu-khí-á,12,sè-káu-khí-á
細粒mòo-tah,sè-lia̍p-mòo-tah,12,sè-lia̍p-mò͘-tah
結尾敬語,kiat-bué-kìng-gí,12,kiat-bóe-kèng-gí
結核桿菌,kiat-hi̍k-kuáinn-khún,12,kiat-he̍k-koáiⁿ-khún
絞螺仔風,ká-lê-á-hong,12,ká-lê-á-hong
統一發票,thóng-it-huat-phiò,12,thóng-it-hoat-phiò
經濟發展,king-tsè-huat-tián,12,keng-chè-hoat-tián
綠能產業,li̍k-lîng-sán-gia̍p,12,le̍k-lêng-sán-gia̍p
綠色建築,li̍k-sik-kiàn-tio̍k,12,le̍k-sek-kiàn-tio̍k
綠色消費,li̍k-sik-siau-huì,12,le̍k-sek-siau-hùi
綠色能源,li̍k-sik-lîng-guân,12,le̍k-sek-lêng-goân
網版印刷,bāng-pán-ìn-suat,12,bāng-pán-ìn-soat
網狀葉脈,bāng-tsōng-hio̍h-me̍h,12,bāng-chōng-hio̍h-me̍h
網路購物,bāng-lōo-kòo-bu̍t,12,bāng-lō͘-kò͘-bu̍t
網路霸凌,bāng-lōo-pà-lîng,12,bāng-lō͘-pà-lêng
網際網路,bāng-tsè-bāng-lōo,12,bāng-chè-bāng-lō͘
緊急聯絡,kín-kip-liân-lo̍k,12,kín-kip-liân-lo̍k
總字劃數,tsóng-jī-ue̍h-sòo,12,chóng-jī-oe̍h-sò͘
總統直選,tsóng-thóng-ti̍t-suán,12,chóng-thóng-ti̍t-soán
美洲板塊,bí-tsiu-pán-khuài,12,bí-chiu-pán-khoài
義務教育,gī-bū-kàu-io̍k,12,gī-bū-kàu-io̍k
老人年金,lāu-lâng-nî-kim,12,lāu-lâng-nî-kim
耆老老大,kî-ló-lāu-tuā,12,kî-ló-lāu-tōa
耐力運動,nāi-li̍k-ūn-tōng,12,nāi-le̍k-ūn-tōng
耐熱材質,nāi-jia̍t-tsâi-tsit,12,nāi-jia̍t-châi-chit
耳空鬼仔,hīnn-khang-kuí-á,12,hīⁿ-khang-kúi-á
肉食動物,jio̍k-si̍t-tōng-bu̍t,12,jio̍k-si̍t-tōng-bu̍t
肢體霸凌,ki-thé-pà-lîng,12,ki-thé-pà-lêng
胎生動物,thai-sing-tōng-bu̍t,12,thai-seng-tōng-bu̍t
胸腺激素,hing-suànn-kik-sòo,12,heng-sòaⁿ-kek-sò͘
能源危機,lîng-guân-guî-ki,12,lêng-goân-gûi-ki
腐蝕作用,hú-si̍t-tsok-iōng,12,hú-si̍t-chok-iōng
臨時動議,lîm-sî-tōng-gī,12,lîm-sî-tōng-gī
自動駕駛,tsū-tōng-kà-sú,12,chū-tōng-kà-sú
自我價值,tsū-ngóo-kè-ta̍t,12,chū-ngó͘-kè-ta̍t
自治組織,tsū-tī-tsoo-tsit,12,chū-tī-cho͘-chit
自然保育,tsū-jiân-pó-io̍k,12,chū-jiân-pó-io̍k
自然崇拜,tsū-jiân-tsông-pài,12,chū-jiân-chông-pài
自然文學,tsū-jiân-bûn-ha̍k,12,chū-jiân-bûn-ha̍k
自然景觀,tsū-jiân-kíng-kuan,12,chū-jiân-kéng-koan
自然環境,tsū-jiân-khuân-kíng,12,chū-jiân-khoân-kéng
自然生態,tsū-jiân-sing-thài,12,chū-jiân-seng-thài
自然神明,tsū-jiân-sîn-bîng,12,chū-jiân-sîn-bêng
自然科學,tsū-jiân-kho-ha̍k,12,chū-jiân-kho-ha̍k
自然資源,tsū-jiân-tsu-guân,12,chū-jiân-chu-goân
自由貿易,tsū-iû-bōo-i̍k,12,chū-iû-bō͘-e̍k
自由軟體,tsū-iû-nńg-thé,12,chū-iû-nńg-thé
臺中盆地,tâi-tiong-phûn-tē,12,tâi-tiong-phûn-tē
臺北盆地,tâi-pak-phûn-tē,12,tâi-pak-phûn-tē
臺灣本島,tâi-uân-pún-tó,12,tâi-oân-pún-tó
臺灣歌仔,tâi-uân-kua-á,12,tâi-oân-koa-á
臺灣民報,tâi-uân-bîn-pò,12,tâi-oân-bîn-pò
臺灣海峽,tâi-uân-hái-kiap,12,tâi-oân-hái-kiap
臺灣議會,tâi-uân-gī-huē,12,tâi-oân-gī-hōe
色散現象,sik-suànn-hiān-siōng,12,sek-sòaⁿ-hiān-siōng
花綵列島,hua-tshái-lia̍t-tó,12,hoa-chhái-lia̍t-tó
苗栗事件,biâu-li̍k-sū-kiānn,12,biâu-le̍k-sū-kiāⁿ
草食動物,tsháu-si̍t-tōng-bu̍t,12,chháu-si̍t-tōng-bu̍t
荷蘭時期,hô-lân-sî-kî,12,hô-lân-sî-kî
荷西時代,hô-se-sî-tāi,12,hô-se-sî-tāi
荷西時期,hô-se-sî-kî,12,hô-se-sî-kî
萬有引力,bān-iú-ín-li̍k,12,bān-iú-ín-le̍k
落地生根,lo̍h-tē-sing-kin,12,lo̍h-tē-seng-kin
蓮葉效應,liân-hio̍h-hāu-ìng,12,liân-hio̍h-hāu-èng
蕨類植物,kueh-luī-si̍t-bu̍t,12,koeh-lūi-si̍t-bu̍t
藍色公路,nâ-sik-kong-lōo,12,nâ-sek-kong-lō͘
藝術創作,gē-su̍t-tshòng-tsok,12,gē-su̍t-chhòng-chok
蘇州𥰔仔,soo-tsiu-phín-á,12,so͘-chiu-phín-á
虎克定律,hóo-khik-tīng-lu̍t,12,hó͘-khek-tēng-lu̍t
虹吸現象,hông-khip-hiān-siōng,12,hông-khip-hiān-siōng
螢光色水,îng-kng-sik-tsuí,12,êng-kng-sek-chúi
血管硬化,hueh-kńg-ngē-huà,12,hoeh-kńg-ngē-hòa
血緣關係,hiat-iân-kuan-hē,12,hiat-iân-koan-hē
行政機關,hîng-tsìng-ki-kuan,12,hêng-chèng-ki-koan
行進樂隊,hîng-tsìn-ga̍k-tuī,12,hêng-chìn-ga̍k-tūi
表演藝術,piáu-ián-gē-su̍t,12,piáu-ián-gē-su̍t
表達感情,piáu-ta̍t-kám-tsîng,12,piáu-ta̍t-kám-chêng
裝置藝術,tsong-tì-gē-su̍t,12,chong-tì-gē-su̍t
複合圖形,ho̍k-ha̍p-tôo-hîng,12,ho̍k-ha̍p-tô͘-hêng
複合形體,ho̍k-ha̍p-hîng-thé,12,ho̍k-ha̍p-hêng-thé
西南季風,sai-lâm-kuì-hong,12,sai-lâm-kùi-hong
西太平洋,se-thài-pîng-iûnn,12,se-thài-pêng-iûⁿ
西沙群島,sai-sua-kûn-tó,12,sai-soa-kûn-tó
西部平原,se-pōo-pîng-guân,12,se-pō͘-pêng-goân
西部走廊,se-pōo-tsáu-lông,12,se-pō͘-cháu-lông
覆地弓身,phak-tē-king-sin,12,phak-tē-keng-sin
視力檢查,sī-li̍k-kiám-tsa,12,sī-le̍k-kiám-cha
視覺藝術,sī-kak-gē-su̍t,12,sī-kak-gē-su̍t
觀測天氣,kuan-tshik-thinn-khì,12,koan-chhek-thiⁿ-khì
角柱底面,kak-thiāu-té-bīn,12,kak-thiāu-té-bīn
角結膜炎,kak-kiat-mo̍oh-iām,12,kak-kiat-mo̍͘h-iām
言語霸凌,giân-gí-pà-lîng,12,giân-gí-pà-lêng
言論自由,giân-lūn-tsū-iû,12,giân-lūn-chū-iû
語句擴寫,gí-kù-khok-siá,12,gí-kù-khok-siá
語文常識,gí-bûn-siông-sik,12,gí-bûn-siông-sek
語文能力,gí-bûn-lîng-li̍k,12,gí-bûn-lêng-le̍k
語言表達,gí-giân-piáu-ta̍t,12,gí-giân-piáu-ta̍t
課文大意,khò-bûn-tāi-ì,12,khò-bûn-tāi-ì
變溫動物,piàn-un-tōng-bu̍t,12,piàn-un-tōng-bu̍t
貧富差距,pîn-hù-tsha-kī,12,pîn-hù-chha-kī
貿易協定,bōo-i̍k-hia̍p-tīng,12,bō͘-e̍k-hia̍p-tēng
資料篋仔,tsu-liāu-kheh-á,12,chu-liāu-kheh-á
資源開發,tsu-guân-khai-huat,12,chu-goân-khai-hoat
資訊產業,tsu-sìn-sán-gia̍p,12,chu-sìn-sán-gia̍p
資訊科技,tsu-sìn-kho-ki,12,chu-sìn-kho-ki
蹛的環境,tuà-ê-khuân-kíng,12,tòa-ê-khoân-kéng
身心健康,sin-sim-kiān-khong,12,sin-sim-kiān-khong
身體機能,sin-thé-ki-lîng,12,sin-thé-ki-lêng
軍事防禦,kun-sū-hông-gū,12,kun-sū-hông-gū
農業社會,lông-gia̍p-siā-huē,12,lông-gia̍p-siā-hōe
農漁牧業,lông-hî-bo̍k-gia̍p,12,lông-hî-bo̍k-gia̍p
退位減法,thè-uī-kiám-huat,12,thè-ūi-kiám-hoat
通訊設施,thong-sìn-siat-si,12,thong-sìn-siat-si
通貨膨脹,thong-huè-phòng-tiòng,12,thong-hòe-phòng-tiòng
速度記號,sok-tōo-kì-hō,12,sok-tō͘-kì-hō
造字方法,tsō-jī-hong-huat,12,chō-jī-hong-hoat
連續記號,liân-sio̍k-kì-hō,12,liân-sio̍k-kì-hō
進位加法,tsìn-uī-ka-huat,12,chìn-ūi-ka-hoat
遊戲器材,iû-hì-khì-tsâi,12,iû-hì-khì-châi
遊戲軟體,iû-hì-nńg-thé,12,iû-hì-nńg-thé
運動傷害,ūn-tōng-siong-hāi,12,ūn-tōng-siong-hāi
運動習慣,ūn-tōng-si̍p-kuàn,12,ūn-tōng-si̍p-koàn
運動表現,ūn-tōng-piáu-hiān,12,ūn-tōng-piáu-hiān
運輸設施,ūn-su-siat-si,12,ūn-su-siat-si
過度開發,kuè-tōo-khai-huat,12,kòe-tō͘-khai-hoat
違章建築,uî-tsiong-kiàn-tio̍k,12,ûi-chiong-kiàn-tio̍k
遞移關係,tē-î-kuan-hē,12,tē-î-koan-hē
遠距教學,uán-kī-kàu-ha̍k,12,oán-kī-kàu-ha̍k
都市計畫,too-tshī-kè-uē,12,to͘-chhī-kè-ōe
鄉土文學,hiong-thóo-bûn-ha̍k,12,hiong-thó͘-bûn-ha̍k
酸性溶液,sng-sìng-iông-i̍k,12,sng-sèng-iông-e̍k
酸鹼中和,sng-kinn-tiong-hô,12,sng-kiⁿ-tiong-hô
醫療資源,i-liâu-tsu-guân,12,i-liâu-chu-goân
里民大會,lí-bîn-tāi-huē,12,lí-bîn-tāi-hōe
重複記號,tiông-ho̍k-kì-hō,12,tiông-ho̍k-kì-hō
重量單位,tāng-liōng-tan-uī,12,tāng-liōng-tan-ūi
野生動物,iá-sing-tōng-bu̍t,12,iá-seng-tōng-bu̍t
金言玉語,kim-giân-gio̍k-gí,12,kim-giân-gio̍k-gí
鈕仔電池,liú-á-tiān-tî,12,liú-á-tiān-tî
銅管樂器,tâng-kuán-ga̍k-khì,12,tâng-koán-ga̍k-khì
鎳氫電池,gia̍t-khing-tiān-tî,12,gia̍t-kheng-tiān-tî
鐵人三項,thih-lâng-sann-hāng,12,thih-lâng-saⁿ-hāng
鐵枝仔路,thih-ki-á-lōo,12,thih-ki-á-lō͘
長度單位,tn̂g-tōo-tan-uī,12,tn̂g-tō͘-tan-ūi
長濱文化,tiông-pin-bûn-huà,12,tiông-pin-bûn-hòa
開合跳步,khui-ha̍p-thiàu-pōo,12,khui-ha̍p-thiàu-pō͘
開放港口,khai-hòng-káng-kháu,12,khai-hòng-káng-kháu
開漳聖王,khai-tsiang-sìng-ông,12,khai-chiang-sèng-ông
開發土地,khai-huat-thóo-tē,12,khai-hoat-thó͘-tē
開花植物,khui-hue-si̍t-bu̍t,12,khui-hoe-si̍t-bu̍t
間接比較,kàn-tsiap-pí-kàu,12,kàn-chiap-pí-kàu
閱讀心得,ua̍t-tho̍k-sim-tik,12,oa̍t-tho̍k-sim-tek
關鍵字詞,kuan-kiān-jī-sû,12,koan-kiān-jī-sû
防毒軟體,hông-to̍k-nńg-thé,12,hông-to̍k-nńg-thé
防疫措施,hông-i̍k-tshòo-si,12,hông-e̍k-chhò͘-si
降低半音,kàng-kē-puàn-im,12,kàng-kē-poàn-im
除法估算,tî-huat-kóo-sǹg,12,tî-hoat-kó͘-sǹg
除法算式,tî-huat-sǹg-sik,12,tî-hoat-sǹg-sek
隔代家庭,keh-tāi-ka-tîng,12,keh-tāi-ka-têng
雄性激素,hiông-sìng-kik-sòo,12,hiông-sèng-kek-sò͘
集會遊行,tsi̍p-huē-iû-hîng,12,chi̍p-hōe-iû-hêng
雌性激素,tshu-sìng-kik-sòo,12,chhu-sèng-kek-sò͘
雜食動物,tsa̍p-si̍t-tōng-bu̍t,12,cha̍p-si̍t-tōng-bu̍t
雲門舞集,hûn-bûn-bú-tsi̍p,12,hûn-bûn-bú-chi̍p
電子地圖,tiān-tsú-tē-tôo,12,tiān-chú-tē-tô͘
電子媒體,tiān-tsú-muî-thé,12,tiān-chú-mûi-thé
電子支付,tiān-tsú-tsi-hù,12,tiān-chú-chi-hù
電子發票,tiān-tsú-huat-phiò,12,tiān-chú-hoat-phiò
電源開關,tiān-guân-khai-kuan,12,tiān-goân-khai-koan
電火泡仔,tiān-hué-pho̍k-á,12,tiān-hóe-pho̍k-á
電火球仔,tiān-hué-kiû-á,12,tiān-hóe-kiû-á
電磁作用,tiān-tsû-tsok-iōng,12,tiān-chû-chok-iōng
電視購物,tiān-sī-kòo-bu̍t,12,tiān-sī-kò͘-bu̍t
霧社事件,bū-siā-sū-kiānn,12,bū-siā-sū-kiāⁿ
青壯年期,tshing-tsòng-liân-kî,12,chheng-chòng-liân-kî
青少年期,tshing-siàu-liân-kî,12,chheng-siàu-liân-kî
青跤仔鷸,tshenn-kha-á-u̍t,12,chheⁿ-kha-á-u̍t
非接觸力,hui-tsiap-tshiok-li̍k,12,hui-chiap-chhiok-le̍k
非洲板塊,hui-tsiu-pán-khuài,12,hui-chiu-pán-khoài
面積公式,bīn-tsik-kong-sik,12,bīn-chek-kong-sek
面積單位,bīn-tsik-tan-uī,12,bīn-chek-tan-ūi
音樂世家,im-ga̍k-sè-ka,12,im-ga̍k-sè-ka
音樂創作,im-ga̍k-tshòng-tsok,12,im-ga̍k-chhòng-chok
音樂天份,im-ga̍k-thian-hūn,12,im-ga̍k-thian-hūn
音樂記號,im-ga̍k-kì-hō,12,im-ga̍k-kì-hō
音符名稱,im-hû-miâ-tshing,12,im-hû-miâ-chheng
音符符號,im-hû-hû-hō,12,im-hû-hû-hō
音色真厚,im-sik-tsin-kāu,12,im-sek-chin-kāu
順手發球,sūn-tshiú-huat-kiû,12,sūn-chhiú-hoat-kiû
風俗民情,hong-sio̍k-bîn-tsîng,12,hong-sio̍k-bîn-chêng
風俗習慣,hong-sio̍k-si̍p-kuàn,12,hong-sio̍k-si̍p-koàn
風力發電,hong-li̍k-huat-tiān,12,hong-le̍k-hoat-tiān
風化作用,hong-huà-tsok-iōng,12,hong-hòa-chok-iōng
飲食均衡,ím-si̍t-kin-hîng,12,ím-si̍t-kin-hêng
飲食文化,ím-si̍t-bûn-huà,12,ím-si̍t-bûn-hòa
飲食習慣,ím-si̍t-si̍p-kuàn,12,ím-si̍t-si̍p-koàn
飽和脂肪,pá-hô-tsi-hong,12,pá-hô-chi-hong
首調唱名,siú-tiāu-tshiùnn-miâ,12,siú-tiāu-chhiùⁿ-miâ
馬偕牧師,má-kai-bo̍k-su,12,má-kai-bo̍k-su
馬祖列島,má-tsóo-lia̍t-tó,12,má-chó͘-lia̍t-tó
馬關條約,má-kuan-tiâu-iok,12,má-koan-tiâu-iok
高速鐵路,ko-sok-thih-lōo,12,ko-sok-thih-lō͘
鳥鼠仔色,niáu-tshí-á-sik,12,niáu-chhí-á-sek
鹼性電池,kinn-sìng-tiān-tî,12,kiⁿ-sèng-tiān-tî
原住民,guân-tsū-bîn,11,goân-chū-bîn
清水,tshing-tsuí,11,chheng-chúi
紅霞,âng-hê,11,âng-hê
苧仔,tē-á,11,tē-á
銅鑼,tâng-lô,11,tâng-lô
a小調音階,a-sió-tiāu-im-kai,10,a-sió-tiāu-im-kai
一日生活圈,tsi̍t-ji̍t-sing-ua̍h-khuan,10,chi̍t-ji̍t-seng-oa̍h-khoan
三聲部合唱,sann-siann-pōo-ha̍p-tshiùnn,10,saⁿ-siaⁿ-pō͘-ha̍p-chhiùⁿ
三角形,sann-kak-hîng,10,saⁿ-kak-hêng
三角形矸仔,sann-kak-hîng-kan-á,10,saⁿ-kak-hêng-kan-á
上大公因數,siōng-tuā-kong-in-sòo,10,siōng-tōa-kong-in-sò͘
上細公倍數,siōng-sè-kong-puē-sòo,10,siōng-sè-kong-pōe-sò͘
上課,siōng-khò,10,siōng-khò
下底,ē-té,10,ē-té
下淡水溪,ē-tām-tsuí-khe,10,ē-tām-chúi-khe
世界展望會,sè-kài-tián-bōng-huē,10,sè-kài-tián-bōng-hōe
中央氣象局,tiong-iong-khì-siōng-kio̍k,10,tiong-iong-khì-siōng-kio̍k
中性水溶液,tiong-sìng-tsuí-iông-i̍k,10,tiong-sèng-chúi-iông-e̍k
中秋,tiong-tshiu,10,tiong-chhiu
主題,tsú-tê,10,chú-tê
主題情境法,tsú-tê-tsîng-kíng-huat,10,chú-tê-chêng-kéng-hoat
乘法分配律,sîng-huat-hun-phuè-lu̍t,10,sêng-hoat-hun-phòe-lu̍t
九九乘法表,kiú-kiú-sîng-huat-pió,10,kiú-kiú-sêng-hoat-pió
九二一地動,kiú-jī-it-tē-tāng,10,kiú-jī-it-tē-tāng
九層塔,káu-tsàn-thah,10,káu-chàn-thah
九龍公道杯,kiú-liông-kong-tō-pue,10,kiú-liông-kong-tō-poe
二二八事件,jī-jī-pat-sū-kiānn,10,jī-jī-pat-sū-kiāⁿ
二位數減法,jī-uī-sòo-kiám-huat,10,jī-ūi-sò͘-kiám-hoat
二分休止符,jī-hun-hiu-tsí-hû,10,jī-hun-hiu-chí-hû
二十四節氣,jī-tsa̍p-sì-tseh-khuì,10,jī-cha̍p-sì-cheh-khùi
亞洲,a-tsiu,10,a-chiu
交流,kau-liû,10,kau-liû
交通,kau-thong,10,kau-thong
交通運輸網,kau-thong-ūn-su-bāng,10,kau-thong-ūn-su-bāng
人口,jîn-kháu,10,jîn-kháu
人類,jîn-luī,10,jîn-lūi
仰角觀測器,gióng-kak-kuan-tshik-khì,10,gióng-kak-koan-chhek-khì
低氣壓中心,kē-khì-ap-tiong-sim,10,kē-khì-ap-tiong-sim
作品,tsok-phín,10,chok-phín
作者,tsok-tsiá,10,chok-chiá
保生大帝,pó-sing-tāi-tè,10,pó-seng-tāi-tè
保育類動物,pó-io̍k-luī-tōng-bu̍t,10,pó-io̍k-lūi-tōng-bu̍t
保育類生物,pó-io̍k-luī-sing-bu̍t,10,pó-io̍k-lūi-seng-bu̍t
信仰,sìn-gióng,10,sìn-gióng
信用卡,sìn-iōng-khah,10,sìn-iōng-khah
倉庫,tshng-khòo,10,chhng-khò͘
個人答喙鼓,kò-jîn-tap-tshuì-kóo,10,kò-jîn-tap-chhùi-kó͘
偏見,phian-kiàn,10,phian-kiàn
健康,kiān-khong,10,kiān-khong
傳承,thuân-sîng,10,thoân-sêng
傳統農漁業,thuân-thóng-lông-hî-gia̍p,10,thoân-thóng-lông-hî-gia̍p
光線,kng-suànn,10,kng-sòaⁿ
兒童合唱團,jî-tông-ha̍p-tshiùnn-thuân,10,jî-tông-ha̍p-chhiùⁿ-thoân
全程馬拉松,tsuân-tîng-ma-lá-sóng,10,choân-têng-ma-lá-sóng
全穀根莖類,tsuân-kok-kin-king-luī,10,choân-kok-kin-keng-lūi
全等三角形,tsuân-tíng-sann-kak-hîng,10,choân-téng-saⁿ-kak-hêng
全等多邊形,tsuân-tíng-to-pinn-hîng,10,choân-téng-to-piⁿ-hêng
兩位純小數,nn̄g-uī-sûn-sió-sòo,10,nn̄g-ūi-sûn-sió-sò͘
八分休止符,peh-hun-hiu-tsí-hû,10,peh-hun-hiu-chí-hû
八卦山,pat-kuà-suann,10,pat-kòa-soaⁿ
公分,kong-hun,10,kong-hun
公尺,kong-tshioh,10,kong-chhioh
公斤,kong-kin,10,kong-kin
公路,kong-lōo,10,kong-lō͘
公里,kong-lí,10,kong-lí
六十進位法,la̍k-tsa̍p-tsìn-uī-huat,10,la̍k-cha̍p-chìn-ūi-hoat
六大類食物,la̍k-tuā-luī-si̍t-bu̍t,10,la̍k-tōa-lūi-si̍t-bu̍t
共同質因數,kiōng-tông-tsit-in-sòo,10,kiōng-tông-chit-in-sò͘
冬天,tang-thinn,10,tang-thiⁿ
冬季六邊形,tang-kuì-la̍k-pinn-hîng,10,tang-kùi-la̍k-piⁿ-hêng
冬季大三角,tang-kuì-tuā-sann-kak,10,tang-kùi-tōa-saⁿ-kak
冬節,tang-tseh,10,tang-cheh
冰角,ping-kak,10,peng-kak
出業,tshut-gia̍p,10,chhut-gia̍p
出版,tshut-pán,10,chhut-pán
出草,tshut-tsháu,10,chhut-chháu
切換使用者,tshiat-uānn-sú-iōng-tsiá,10,chhiat-ōaⁿ-sú-iōng-chiá
副熱帶氣候,hù-jia̍t-tài-khì-hāu,10,hù-jia̍t-tài-khì-hāu
力量,li̍k-liōng,10,le̍k-liōng
加工出口區,ka-kang-tshut-kháu-khu,10,ka-kang-chhut-kháu-khu
勇健,ióng-kiānn,10,ióng-kiāⁿ
動物,tōng-bu̍t,10,tōng-bu̍t
動詞,tōng-sû,10,tōng-sû
勞動基準法,lô-tōng-ki-tsún-huat,10,lô-tōng-ki-chún-hoat
勞工,lô-kang,10,lô-kang
化學,huà-ha̍k,10,hòa-ha̍k
十三行文化,tsa̍p-sann-hâng-bûn-huà,10,cha̍p-saⁿ-hâng-bûn-hòa
十三行遺址,tsa̍p-sann-hâng-uî-tsí,10,cha̍p-saⁿ-hâng-ûi-chí
十二段變奏,tsa̍p-jī-tuānn-piàn-tsàu,10,cha̍p-jī-tōaⁿ-piàn-chàu
十八仔,si̍p-pat-á,10,si̍p-pat-á
十六分音符,tsa̍p-la̍k-hun-im-hû,10,cha̍p-la̍k-hun-im-hû
十字交乘法,si̍p-jī-kau-sîng-huat,10,si̍p-jī-kau-sêng-hoat
千里鏡,tshian-lí-kiànn,10,chhian-lí-kiàⁿ
半包圍結構,puànn-pau-uî-kiat-kòo,10,pòaⁿ-pau-ûi-kiat-kò͘
卵仁,nn̄g-jîn,10,nn̄g-jîn
卵白質,nn̄g-pe̍h-tsit,10,nn̄g-pe̍h-chit
原住民文化,guân-tsū-bîn-bûn-huà,10,goân-chū-bîn-bûn-hòa
原因,guân-in,10,goân-in
參考,tsham-khó,10,chham-khó
反應,huán-ìng,10,hoán-èng
可再生資源,khó-tsài-sing-tsu-guân,10,khó-chài-seng-chu-goân
司法,su-huat,10,su-hoat
合併段意法,ha̍p-pìng-tuānn-ì-huat,10,ha̍p-pèng-tōaⁿ-ì-hoat
名姓,miâ-sènn,10,miâ-sèⁿ
向倒爿掠齊,hiòng-tò-pîng-lia̍h-tsê,10,hiòng-tò-pêng-lia̍h-chê
向正爿掠齊,hiòng-tsiànn-pîng-lia̍h-tsê,10,hiòng-chiàⁿ-pêng-lia̍h-chê
和平紀念日,hô-pîng-kì-liām-ji̍t,10,hô-pêng-kì-liām-ji̍t
唐山過臺灣,tn̂g-suann-kuè-tâi-uân,10,tn̂g-soaⁿ-kòe-tâi-oân
商業,siong-gia̍p,10,siong-gia̍p
噍吧哖事件,ta-pa-nî-sū-kiānn,10,ta-pa-nî-sū-kiāⁿ
四分休止符,sì-hun-hiu-tsí-hû,10,sì-hun-hiu-chí-hû
四大古文明,sì-tuā-kóo-bûn-bîng,10,sì-tōa-kó͘-bûn-bêng
四拍指揮法,sù-phik-tsí-hui-huat,10,sù-phek-chí-hui-hoat
四捨五入法,sì-siá-gōo-ji̍p-huat,10,sì-siá-gō͘-ji̍p-hoat
四格尪仔圖,sì-keh-ang-á-tôo,10,sì-keh-ang-á-tô͘
四秀仔,sì-siù-á,10,sì-siù-á
因端,in-tuann,10,in-toaⁿ
國家音樂廳,kok-ka-im-ga̍k-thiann,10,kok-ka-im-ga̍k-thiaⁿ
國語傳習所,kok-gí-thuân-si̍p-sóo,10,kok-gí-thoân-si̍p-só͘
國際,kok-tsè,10,kok-chè
國際競爭力,kok-tsè-kīng-tsing-li̍k,10,kok-chè-kēng-cheng-le̍k
國際管樂節,kok-tsè-kuán-ga̍k-tseh,10,kok-chè-koán-ga̍k-cheh
圓山仔文化,înn-suann-á-bûn-huà,10,îⁿ-soaⁿ-á-bûn-hòa
圓山仔遺址,înn-suann-á-uî-tsí,10,îⁿ-soaⁿ-á-ûi-chí
圓形百分圖,înn-hîng-pah-hun-tôo,10,îⁿ-hêng-pah-hun-tô͘
圓扇形面積,înn-sìnn-hîng-bīn-tsik,10,îⁿ-sìⁿ-hêng-bīn-chek
團體,thuân-thé,10,thoân-thé
地址,tē-tsí,10,tē-chí
地平線,tē-pîng-suànn,10,tē-pêng-sòaⁿ
