序號,學科術語,參考解釋,第1階段,第2階段,第3階段,第4階段,第5階段,臺灣台語詞彙,臺羅
103748,指針,鐘錶或儀表上用以標示時間或度數的針。,,數學-數學 自然科學-自然科學,自然科學-自然科學,,,指針,tsí-tsiam
103749,指揮法,音樂術語。樂團指揮是領導協助樂團在彩排和演出時之音樂進行。指揮通常是用指揮棒和手勢，及表情來暗示或控制音樂進行時的情況，如拍子的更換和速度的變化、音色與力度的掌控和對比，聲部的進出時間和節奏之清晰及整齊度等。,,,藝術-藝術,藝術-音樂,藝術-音樂,指揮法,tsí-hui-huat
103750,指數律,數學算式名稱。,,,,數學-數學,數學-數學,指數律,tsí-sòo-lu̍t
103751,指標,以可觀察或測量的現象，作為另一無法測量事物的情況或屬性的指示。,,健康與體育-健康與體育 社會-社會,,藝術-表演藝術,,指標,tsí-piau tsí-phiau
103753,挑選,擇取、揀選、選擇。,,綜合活動-綜合活動,,,,挑選 揀,thiau-suán kíng
103754,星光,星的光芒。,,自然科學-自然科學,,,,星光,tshenn-kng
103755,星宿,天空的列星。,,,自然科學-自然科學,,自然科學-地球科學,星宿,sing-siù
103756,星球,宇宙中的星體，由於多呈圓球形，故稱為「星球」。,,自然科學-自然科學,自然科學-自然科學,自然科學-地球科學,,星球,sing-kiû tshenn-kiû
103757,星象,星體的明、暗、薄、蝕等現象，古人往往據此推測人事的吉凶禍福。,,,自然科學-自然科學,,,星象,sing-siōng tshenn-siōng
103758,星雲,呈雲霧狀的發光天體，由宇宙氣體和宇宙塵所構成。,,,自然科學-自然科學,自然科學-地球科學,自然科學-地球科學,星雲,sing-hûn tshenn-hûn
103759,星圖,依照天體位置繪製而成的圖，猶如地圖繪製地球表面。,,,自然科學-自然科學,,,星圖,sing-tôo tshenn-tôo
103760,星體,星球。,,,自然科學-自然科學,,自然科學-地球科學,星體,sing-thé tshenn-thé
103761,春聯,農曆新年時，以紅紙書寫並張貼在門兩側的吉祥聯語。,社會-生活課程 自然科學-生活課程 藝術-生活課程 綜合活動-生活課程,語文-國語文,,語文-國語文,,春聯,tshun-liân
103762,枯水期,一區域在一年中降雨量特別稀少的時期。此時容易出現乾旱缺水的現象。,,自然科學-自然科學,社會-社會,社會-地理,,焦水期,ta-tsuí-kî
103763,染布,著色於布帛等物體上的動作。,,,綜合活動-綜合活動,,社會-歷史,染布,ní-pòo
103764,染印法,是一種以工業規模大量生產彩色片的方法。,,,藝術-藝術,,,染印法,ní-ìn-huat
103766,柔道,一種徒手搏擊的武術運動。由中國柔術傳至日本發展而成。攻防、對練時以柔能克剛、剛柔並濟為特點，近似於摔跤。,,,,健康與體育-體育,健康與體育-體育,柔道,jiû-tō
103767,柱狀玄武岩,為火山噴出的超基性火山岩。主要由鈣質斜長石、斜輝石類的礦物所組成。由於其凝結後產生六方晶體節理，被風化後形成六方柱狀。,,,自然科學-自然科學,社會-地理,社會-地理,柱狀玄武岩,tsū-tsōng hiân-bú-gâm tsū-tsōng hiân-bú-giâm
103768,柳琴,樂器名，彈撥樂器。形似琵琶而略小，通體長約65公分。早期為二弦、三弦，今有四軫，四弦，一般為二十四品位，亦有增加到廿八品位，按半音排列。流行於山東、江蘇、安徽三省交界處，是柳琴戲、泗州戲和亂彈的主要伴奏樂器，亦用於常州絲弦。近年成為民族樂團的高音樂器，開始出現獨奏曲和協奏曲。也稱為「柳葉琴」、「土琵琶」、「小琵琶」、「金剛腿」。,,,藝術-藝術,藝術-音樂,,柳琴,liú-khîm
103769,毒品,刑法上指鴉片、罌粟、罌粟種子、麻煙或其他抵癮物品，以及嗎啡、古柯鹼、海洛英或其它合成製品。,,,健康與體育-健康與體育,健康與體育-健康教育,健康與體育-健康與護理,毒品,to̍k-phín
103770,氟化物,氟化物是存在於水源中的天然礦物質。由於氟化物有助於預防蛀牙，因此有些社區會在飲用水中添加額外的氟化物。,健康與體育-健康與體育,,,自然科學-理化,健康與體育-健康與護理,氟化物,hut-huà-bu̍t
103771,氟氯碳化物,碳氫化合物中部分的氫被氯、氟置換後的化合物。,,自然科學-自然科學,綜合活動-綜合活動,自然科學-生物 社會-地理,,氟氯碳化物,hut-lio̍k-thuànn-huà-bu̍t
103772,洋娃娃,用土、木、金屬等材料製成的人像或圖像。,綜合活動-生活課程,,,,,oo-lín-gióo,oo-lín-gióo
103773,洗衣粉,肥皂粉，可用來洗滌衣物的粉狀顆粒。,綜合活動-生活課程,,綜合活動-綜合活動,健康與體育-健康教育,,洗衫粉 雪文粉,sé-sann-hún sap-bûn-hún
103774,洞簫,樂器名，吹管樂器：(1)竹製，直吹。正面五孔，背面一孔。為獨奏樂器，亦常用於傳統絲竹樂合奏或古琴合奏中。(2)特指海南島黎族的吹奏樂器。以一根無節長竹管製成，有二吹孔，四個按音孔，前三後一，音色深沉且柔和，音量較小。,,,藝術-藝術,,社會-歷史,洞簫,tōng-siau
103775,活字版印刷術,一種印刷方法，使用可以移動的木刻字、金屬或膠泥字塊，用來取代傳統的抄寫，或是無法重複使用的雕版印刷。,,,社會-社會,藝術-視覺藝術,藝術-音樂,活字版印刷術,ua̍h-jī-pán ìn-suat-su̍t
103776,活動中心,專供人休閒、娛樂、運動或集會等的場所。,,健康與體育-健康與體育 社會-社會,健康與體育-健康與體育,社會-公民與社會,,活動中心,ua̍h-tāng tiong-sim ua̍h-tōng tiong-sim
103777,活塞按鍵,活塞按鍵可使銅管樂器的音域擴大，其原理就是透過活塞改變樂器的管長，藉以轉調或調整音高。,,,藝術-藝術,,,活鈕,ua̍h-liú
103778,流行,盛行於當時、時髦。,,,社會-社會 綜合活動-綜合活動,藝術-表演藝術,社會-歷史,流行 時行,liû-hîng sî-kiânn
103779,角結膜炎,多由細菌感染或物理、化學的刺激而引起。通常有結膜紅腫、流淚或化膿等病症。,健康與體育-健康與體育,,,,,角結膜炎,kak-kiat-mo̍oh-iām
103780,流行性感冒,由濾過性病毒引起的急性流行傳染病。病人口水、鼻涕中的病毒藉咳嗽、噴嚏、說話時散播在空氣中，造成感染。患者出現發燒、上呼吸道發炎、肌肉及神經痛等症狀。,健康與體育-健康與體育,健康與體育-健康與體育 社會-社會,,健康與體育-健康教育,自然科學-生物,流行性感冒,liû-hîng-sìng kám-mōo
103781,流浪狗,指無人飼養或被棄養，到處流浪的狗。,,社會-社會,綜合活動-綜合活動,,,野狗 流浪狗,iá-káu liû-lōng-káu
103782,流感,流感是由流感病毒引起的急性呼吸道感染疾病。,健康與體育-健康與體育,健康與體育-健康與體育,,健康與體育-健康教育,健康與體育-健康與護理,流感,liû-kám
103783,流線型,可減小流體阻力的圓弧外型。,,自然科學-自然科學,,健康與體育-體育,,流線型,liû-suànn-hîng
103784,炭筆,作畫稿或素描所用的筆，以柳木燒焦而成。,,,藝術-藝術,藝術-視覺藝術,,炭筆,thuànn-pit
103785,玻璃紙,用天然纖維素產生化學變化而製成的透明紙。具有柔韌、無孔眼、機械強度好的優點，並可染成各種顏色。廣用於各種包裝紙。,,藝術-藝術,自然科學-自然科學 藝術-藝術,,,玻璃紙,po-lê-tsuá
103786,玻璃棒,用玻璃製成的棒子。,,自然科學-自然科學,,自然科學-生物,自然科學-生物,玻璃棍仔,po-lê-kùn-á
103787,珍珠板,又稱「合成板」，是美術設計及勞作常用的材料。不易起泡、脫膠，輕巧且防水，室內外皆可使用，一般美工刀即可裁切。,,,藝術-藝術,,,真珠枋,tsin-tsu-pang
103788,珍珠版畫,珍珠版畫已經廣泛地在幼兒教育或小學裡使用，因為珍珠版取得方便，而且可以直接構圖，不需要雕刻刀。,,藝術-藝術,,,,真珠版畫,tsin-tsu pán-uē
103789,甚快板,音樂術語，記號為Vivo、Vivace，其速度則介於「快板」與「急板」之間。,,藝術-藝術,藝術-藝術,藝術-音樂,,甚快板,sīm-khuài-pán
103790,疫苗,疫苗是用細菌、病毒、腫瘤細胞等製成的可使機體產生特異性免疫的生物製劑，通過疫苗接種使接受方獲得免疫力。,健康與體育-健康與體育,健康與體育-健康與體育 社會-社會,社會-社會 自然科學-自然科學 健康與體育-健康與體育,自然科學-生物 健康與體育-健康教育,健康與體育-健康與護理,疫苗,i̍k-biâu
103791,相反,互相違反。,,,數學-數學,,,相反,siong-huán
103792,相加,用加法運算求幾個數的和。,,,數學-數學,,數學-數學,相加,siong-ka
103793,相交,交叉。,,,數學-數學,,數學-數學,相交 相交叉,siong-kau sio-kau-tshe
103794,相乘,數值相乘。,數學-數學,,數學-數學,,數學-數學,相乘,siong-sîng
103795,相差,數值相差。,數學-數學,數學-數學,,,,相差 精差,siong-tsha tsing-tsha
103796,相除,數值相除。,,數學-數學,,,數學-數學,相除,siong-tî
103797,相等,數值相等。,,數學-數學,數學-數學,,數學-數學,相仝,sio-kāng sio-kâng
103798,相鄰,互相接近。,,藝術-藝術,數學-數學,,數學-數學,相鄰,siong-lîn
103799,省道,是臺灣主要的普通公路系統，目前共有98條路線（含支線），其中16條為快速公路，其餘82條為一般公路。興建與養護機關為交通部公路總局。,,社會-社會,,,社會-地理,省道,síng-tō
103801,看圖說話,看著圖畫，並運用想像力，將之串連成一個故事。,語文-國語文,,,,,看圖講話,khuànn tôo kóng-uē
103802,砂岩,是一種碎屑沉積岩。碎屑可以是岩石或礦物晶體，膠結碎屑的物質一般是方解石、黏土或石英。碎屑的粒徑在0.0625－2公厘之間。,,,自然科學-自然科學,自然科學-地球科學,自然科學-地球科學,砂岩,sua-gâm sua-giâm
103804,祈使句,一種表示請求、勸告、命令等語氣的句子。通常省略主詞。,,語文-國語文,,語文-國語文,,祈使句,kî-sú-kù
103805,科幻小說,一種小說體裁。以現有的科技資料作根據，對未來世界或過去情景作幻想式的描述。創作上講究科學性、知識性及趣味性。,,,語文-國語文,語文-國語文,,科幻小說,kho-huàn sió-suat kho-huàn siáu-suat
103806,科舉,隋唐到清代用以考選官吏的制度，因分為許多科目來拔舉人才，故稱為「科舉」。隋廢九品中正制，改置進士等科；唐時科目增至五十餘。後宋用帖括，明清用八股試士，仍沿用科舉的稱呼。至清光緒31年（西元1905年）始明令廢止。,,,社會-社會,社會-歷史,語文-國語文,科舉,kho-kí
103807,秒針,鐘錶上計秒的針。,,數學-數學,,,,秒針,bió-tsiam
103808,穿線器,穿線器又可叫做穿孔器和穿管器，它是管道中牽引引導繩的最佳輔助工具。,,,藝術-藝術,,,穿線器,tshng-suànn-khì
103809,紀錄片,對某一政治、經濟、軍事、文化生活或歷史性事件作系統、完整紀錄報導的影片。通常取材於現實社會，不容任何虛構，由於題材和表現方法的不同，可分為時事報導、文獻、傳記、自然和地理等類。,,,藝術-藝術 社會-社會,藝術-表演藝術,,紀錄片,kì-lo̍k-phìnn kì-lio̍k-phìnn
103810,紅眼症,紅眼就是血管較為噴張，但也有可能是眼內其它部位發炎。其實就是結膜發炎，通常是看起來眼睛比較紅而且分泌物較多。,健康與體育-健康與體育,,,,,紅目症,âng-ba̍k-tsìng
103811,紅紫色,介於紅色和紫色之間的顏色。,,藝術-藝術,,,,紅茄仔色 紅紫色,âng-kiô-á-sik âng-tsí-sik
103812,紅橙色,比火紅色稍紅，淺而且濃，波長630－600奈米之間。,,藝術-藝術,,,,紅柑仔色,âng-kam-á-sik
103813,紅燈,設於十字路口的交通指示燈，若顯示紅色，表示危險、停車或禁止。,社會-生活課程 自然科學-生活課程 藝術-生活課程 綜合活動-生活課程 健康與體育-健康與體育,綜合活動-綜合活動,,,,紅燈,âng-ting
103814,紅霞,紅色雲霞。,,,綜合活動-綜合活動,,,紅霞 火燒雲 彩霞,âng-hê hué-sio-hûn tshái-hâ
103815,耐力,可以忍受的程度。,,健康與體育-健康與體育,健康與體育-健康與體育,,健康與體育-體育,耐力,nāi-li̍k
103816,耐力運動,生理、訓練學名詞。指肌肉克服或抵抗阻力最大努力收縮產生的張力。也就是某作用肌群產生的最大力量。在生理學所稱的肌肉張力，於運動表現上稱為肌力。運動訓練上，肌力相當於一次最大反覆的肌肉力量。,,,健康與體育-健康與體育,,,耐力運動,nāi-li̍k ūn-tōng
103817,耐熱材質,能抗高溫的材料。,,,自然科學-自然科學,,,耐熱材質,nāi-jia̍t tsâi-tsit
103818,耶穌,人名。猶太人，基督教的創始者。宣傳博愛和平的教旨，因法利賽人惡其擾亂舊章，屢謀害之，於是至巴力斯坦諸地，後至耶路撒冷說教，從者雲集，但因與猶太傳統宗教牴牾，被羅馬官吏釘死在十字架上。,,,社會-社會,社會-歷史,社會-歷史,耶穌,Iâ-soo
103819,胃,動物的消化器官之一。形狀像口袋，上端與食道相連，下端與十二指腸相連。能分泌胃液，消化食物。,健康與體育-健康與體育,健康與體育-健康與體育,,自然科學-生物,,胃,uī
103820,胃酸,是胃中的一種主要分泌物，為一種消化液，形成於胃用來消化食物。,,健康與體育-健康與體育,,自然科學-生物,健康與體育-健康與護理,胃酸,uī-sng
103821,胃潰瘍,病名。胃黏膜如被某些原因破壞時，胃壁受到胃酸和胃液的侵蝕、消化的疾病。症狀包括燒痛、噁心、空腹感、飢餓感或吐酸水等。,,,健康與體育-健康與體育,自然科學-生物 健康與體育-健康教育,健康與體育-健康與護理,胃潰瘍,uī-khuì-iông uī-huì-iông uī-huī-iông
103822,背心,無袖無領的上衣。,,,綜合活動-綜合活動,,,䘥仔 吊䘥仔,kah-á tiàu-kah-á
103823,背風面,指山脈迎風面的相對面。,,自然科學-自然科學,社會-社會,自然科學-地球科學,自然科學-地球科學,背風面,puē-hong-bīn
103824,背誦,不看書，憑記憶將原文句唸出來。,,綜合活動-綜合活動,綜合活動-綜合活動,,,暗唸 背冊,àm-liām puē-tsheh
103825,胎生苗,有些紅樹林植物，其果實仍在母樹上時，胚即自種子長出且伸出果實，最後而形成具胚莖和根的胎生苗。幼苗垂掛在枝條上，可自母株吸取養份。胚莖上有多數皮孔，可進行氣體交換。當幼苗脫離母株時，有些可插入泥中，側根再長出，再長成幼樹。,,,自然科學-自然科學,自然科學-生物,,胎生苗 胎生栽,thai-sing-biâu thai-sing-tsai
103826,胎兒期,妊娠第十週起。胎兒的主要器官已經形成，並持續發育生長。,,健康與體育-健康與體育,,,,胎兒期,thai-jî-kî
103827,胚盤,卵生或卵胎生動物在卵受精時，卵黃上的白色小圓點，稱為「胚盤」。由此可形成幼體。,,,自然科學-自然科學,,健康與體育-健康與護理,胚盤,phue-puânn
103828,胡琴,樂器名，擦弦樂器。古代漢人稱域外民族為「胡」，因而泛指從域外傳過來的琴稱之為胡琴。以木、竹、椰殼等為筒，筒上蒙蛇皮或木板，筒設桿柄，柄端穿一橫孔，再以二軸貫穿，由軸至筒，主要為兩弦，另用竹弓張馬尾置於兩弦之間，摩擦發聲。,綜合活動-生活課程,,藝術-藝術,藝術-音樂,社會-歷史,絃仔,hiân-á
103829,苔蘚類,陸上生長的綠色植物中最原始的一類。約二萬種。植株多矮小，喜生長在潮溼的環境中。生活史中以獨立生活之配子體為優勢，孢子體寄生於配子體。包括苔類、蘚類及角蘚類三大類。沒有真正的根、莖、葉分化和維管束組織。覆蓋在岩石、林木及落葉層上，具有保存水分及減緩水土流失的功用。也稱為「蘚苔植物」、「苔蘚」。,,,自然科學-自然科學,,,青苔類,tshenn-thî-luī
103830,苧麻,植物名。蕁麻科苧麻屬，多年生亞灌木。高約一公尺，木質。葉廣卵形，先端銳形，有鋸齒，背面生白毛，具長葉柄。夏秋間開小花，雌雄同株，圓錐花序腋生，花細小。瘦果球形，光滑。莖的皮部可採纖維以供織布。根、葉則可供藥用。,,,社會-社會,,藝術-美術,苧仔,tē-á
103831,英文,英國的語言和文字。,語文-國語文,,,,,英文,Ing-bûn
103832,英仙座,星座名。位於北天，在仙女座與金牛座之間。包含著名的變星大陵五。,,,自然科學-自然科學,,自然科學-地球科學,英仙座,Ing-sian-tsō
103833,英里,量詞。英美計算長度的單位。1英里等於1609公尺。,,,數學-數學,,,英里,ing-lí
103834,英國管,樂器名。木製圓管複簧片樂器，音程比雙簧管低五度。音量幅廣豐富，曲調悠揚，適於田園風格的樂曲。,,,藝術-藝術,藝術-音樂,,英國管,Ing-kok-kuán
103835,英語,英、美等民族的語言。屬於印歐語系，在世界六大洲廣泛使用。分布在英國、美國、加拿大、澳大利亞等地。文字採用拉丁字母。,語文-國語文,,,,語文-英語文,英語,Ing-gí
103836,虹吸瓶,水管虹吸瓶為虹吸現象實驗的容器，將寶特瓶和軟水管浸入水中，使瓶子和水管充滿水，將水管插入瓶中一起移出水族箱，提高甲瓶高度，使部分水流出，輪流將甲瓶或乙瓶的位置提高，關水的流動方向。,,自然科學-自然科學,,,,虹吸瓶,hông-khip-pân
103837,虹膜,虹膜又稱黃仁，眼睛構造的一部分。虹膜中心有一圓形開口，稱為瞳孔，其大小可透過虹膜內肌肉的收緊放鬆調整，以適應環境光暗情況，調節光線進入眼睛的強度，猶如相機當中的光圈。,,,,健康與體育-健康教育,,虹膜,hông-mo̍oh
103838,訂定,制定。,,綜合活動-綜合活動,綜合活動-綜合活動,社會-公民與社會,,訂定,tīng-tīng
103839,計時工具,計算時間的器具。,,自然科學-自然科學,,,,計時工具,kè-sî kang-kū kè-sî kang-khū
103840,計時器,利用特定的原理來測量時間的裝置。提供了基本的計時控制功能，包括：開始計時、停止計時、繼續計時、操作界面簡便易用複零、調整計時。,,自然科學-自然科學,,,,計時器,kè-sî-khì
103841,重心,數學上指三角形中，三條中線的共同交點。,,,,數學-數學,,重心,tāng-sim
103842,重奏,兩種樂器以上的合奏。,,,藝術-藝術,,,重奏,tîng-tsàu
103843,重音,對某一拍或某一拍的一部分在音量上加以強調，叫做重音。,,,藝術-藝術,藝術-音樂,,重音,tāng-im
103844,重唱,每個聲部均由一人或多人演唱的多聲部歌曲。,,,藝術-藝術,藝術-音樂,藝術-音樂,重唱,tiông-tshiùnn
103845,重量單位,計算重量的單位。,,,數學-數學,,,重量單位,tāng-liōng tan-uī
103846,重新命名,更改資料夾或文件名稱。,,社會-社會,,,,重號名,tîng hō-miâ
103847,重新啟動,作業系統重新啟動。,,,,科技-資訊科技,,重開 重起動,tîng-khui tîng khí-tōng
103848,降半音,音樂術語。以鋼琴為例，兩個相鄰的白鍵即為半音，如EF、BC。,,,藝術-藝術,,,降半音,kàng puànn-im
103849,降雨,下雨。氣象學上因雨水累積時間的不同，可分為雨、有雨、偶雨、短暫雨四種。,,自然科學-自然科學 社會-社會,自然科學-自然科學 綜合活動-綜合活動 社會-社會,自然科學-生物,,降雨,kàng-ú kàng-hōo
103850,降冪,把一個多項式按某一個字母的指數由大至小順序排列。,,,,數學-數學,數學-數學,降冪,kàng-bi̍k
103851,面積公式,數學中，可用於解析地面、物體表面、平面圖形的大小等相類問題的算式。,,,數學-數學,數學-數學,數學-數學,面積公式,bīn-tsik kong-sik
103852,面積單位,計算面積的單位。,,,數學-數學,,,面積單位,bīn-tsik tan-uī
103853,革胡,革胡於1950年代由楊雨森為取代交響化後的民族樂團中的大提琴而發明，在結構、發聲原理、定弦、演奏方法皆模仿大提琴。,,,藝術-藝術,藝術-音樂,,革胡,kik-ôo
103854,音名,音樂上所使用音律的名稱。如西洋的C、D、E、F、G、A、B，中國的宮、商、角、徵、羽等。,,藝術-藝術,,藝術-音樂,藝術-音樂,音名,im-miâ
103855,音符名稱,五線譜上用來表示樂音長短、高低的名目稱謂。,,藝術-藝術,,,,音符名稱,im-hû miâ-tshing
103856,音符符號,五線譜上用來表示樂音長短、高低且含有特別意義以供辨識的記號。,,藝術-藝術,,,,音符符號,im-hû hû-hō
103857,音樂天分,音樂方面的天賦、天資。,,,藝術-藝術,,,音樂天份,im-ga̍k thian-hūn
103858,音樂記號,在樂譜裡常用的符號，用以表達聲音的不同特性，如音高、時值、音量、表情記號以及演奏技巧的提示。,,,藝術-藝術,,,音樂記號,im-ga̍k kì-hō
103859,音樂創作,出於己意而非模仿的旋律、節奏、和聲等樂音。,,,藝術-藝術,藝術-音樂,,音樂創作,im-ga̍k tshòng-tsok
103860,音樂聲,人或樂器發出有一定規則、組織，用以傳達思想、感情的樂聲。,社會-生活課程 自然科學-生活課程 藝術-生活課程 綜合活動-生活課程,,,,,音樂聲,im-ga̍k-siann
103861,音樂廳,舉行音樂會及音樂相關活動的場所，是人們感受音樂魅力的地方。,,藝術-藝術,藝術-藝術,藝術-音樂,,音樂廳,im-ga̍k-thiann
103862,音標,標記語音的符號。,語文-國語文,,,語文-國語文,,音標,im-piau im-phiau
103863,音響,1.聲音及回響。 2.線電收音機、電唱機等發音收音設備的總稱。,,藝術-藝術,自然科學-自然科學 藝術-藝術,藝術-音樂,,音響,im-hióng
103864,頁岩,一種由黏土、粉砂硬化而成的沉積岩。常見者為灰色，岩質緻密。由水中泥質物沉澱堆積，先形成泥岩，再漸次成為頁岩。因沉澱時間先後不同，物質成分亦有差異，而呈現出如一片片書頁的薄層紋理，故稱為「頁岩」。,,,自然科學-自然科學 綜合活動-綜合活動,自然科學-地球科學,自然科學-地球科學,頁岩,ia̍h-gâm ia̍h-giâm
103865,風能,空氣流動所產生的動能。,,自然科學-自然科學,,自然科學-理化 社會-地理,自然科學-物理,風能,hong-lîng
103866,風笛,樂器名，吹管樂器。由風囊、吹管和若干簧管組成，是用簧片的氣鳴樂器。為英語Bagpipes的義譯。流行於歐洲民間。尤其在蘇格蘭地區非常流行，是蘇格蘭傳統文化的一部分。,,,藝術-藝術,藝術-音樂,,風笛,hong-ti̍k
103867,風速,單位時間內空氣沿水平方向流動的距離。普通以一秒鐘內移動多少公尺或一小時內移動多少公里來計算。,健康與體育-健康與體育,自然科學-自然科學,自然科學-自然科學,自然科學-地球科學,自然科學-地球科學,風速,hong-sok
103868,風景畫,以風景為題材的畫作。,,,藝術-藝術,,,風景畫,hong-kíng-uē
103869,風琴,鍵盤樂器。外形類似直立式鋼琴，通過腳下的踏板送風，吹響音管，並配合雙手鍵盤彈奏的一種樂器。,,藝術-藝術,藝術-藝術,,,風琴,hong-khîm
103870,風箏,以竹骨糊紙，引線乘風而飛升，以為遊戲的玩具。,社會-生活課程 自然科學-生活課程 藝術-生活課程 綜合活動-生活課程,自然科學-自然科學,,,,風吹,hong-tshue
103871,飛沫傳染,感染症的傳染途徑之一，屬於直接傳染的一種，是大部分的呼吸道感染的傳播途徑。存在於病人呼吸道分泌物中的致病原，經由咳嗽等動作隨著飛沫散播出來，在近距離的人因吸入帶有致病原的飛沫而發生感染。,,健康與體育-健康與體育,,健康與體育-健康教育,健康與體育-健康與護理,瀾鬚穢人 瀾鬚傳染,nuā-tshiu uè--lâng nuā-tshiu thuân-jiám
103872,飛馬座,星座名。位於北天，在雙魚座、天鵝座與仙女座之間。,,,自然科學-自然科學,,,飛馬座,Hui-má-tsō
103873,飛翔,鳥蟲利用翅膀在空中往來活動。,,自然科學-自然科學 綜合活動-綜合活動,自然科學-自然科學,,自然科學-生物,飛,pue
103874,飛盤,一種休閒運動。可一人獨玩或多人共玩，玩時投擲圓形的盤狀物，使它旋轉並向前平飛。西元1940年，由美國人摩理森所發明，因玩法簡單，廣為大眾接受，成為流行的運動。飛盤運動所使用的器材。為圓形的盤狀物，多為塑膠製品。,社會-生活課程 自然科學-生活課程 藝術-生活課程 綜合活動-生活課程 健康與體育-健康與體育,健康與體育-健康與體育,健康與體育-健康與體育,健康與體育-體育,,飛盤,hui-puânn
103875,食物,食物又稱食品，通常以碳水化合物、脂肪、蛋白質或水構成，能夠藉由進食或飲用為人類或者生物維持生命、提供營養或愉悅的物質。,社會-生活課程 自然科學-生活課程 藝術-生活課程 綜合活動-生活課程 健康與體育-健康與體育,自然科學-自然科學 綜合活動-綜合活動 健康與體育-健康與體育,自然科學-自然科學 綜合活動-綜合活動,自然科學-生物 健康與體育-健康教育 社會-地理,,食物,si̍t-bu̍t
103876,食品標示,食品中營養成分分析。,,,健康與體育-健康與體育,健康與體育-健康教育,,食品標示,si̍t-phín piau-sī si̍t-phín phiau-sī
103877,食指,第二個手指頭。,,綜合活動-綜合活動,,自然科學-生物,,指指,kí-tsáinn
103878,食道,消化管中的一段，介於咽腔與胃之間，具有輸送口中食物到胃中消化的功用。,健康與體育-健康與體育,,,自然科學-生物 健康與體育-健康教育,,食道,si̍t-tō
103879,食慾不振,沒有吃東西的胃口、慾望。形成原因有過分勞累或身體不適等。,,,,健康與體育-健康教育,,胃口䆀 脾土無開,uī-kháu bái pî-thóo bô khui
103880,食療,是一種中醫及印度醫學等的固有醫學概念，而現代醫學則歸類為替代醫學。,,健康與體育-健康與體育,,,,食療,si̍t-liâu
103881,首調唱名,不管是什麼調，都參考自然大調 (Natural Major Scale) 的音程關係，根音都唱Do，也就是都從Do開始唱。,,藝術-藝術,,藝術-音樂,,首調唱名,siú-tiāu tshiùnn-miâ
103883,香港腳,病名。一種由皮癬菌感染足部所形成的皮膚病。症狀是起水泡、奇癢、抓破後流黃水，嚴重時會導致潰瀾。腳趾之間為好發部位，也稱為「足癬」、「腳癬」。,,,健康與體育-健康與體育,,,香港跤,hiong-káng-kha
103884,乘式,乘法的計算式。,,數學-數學,,數學-數學,,乘式,sîng-sik
103885,乘法分配律,兩數之和與第三數相乘，可先將各加數同第三數相乘再將乘積相加，所得結果相同的運算定律。,,,數學-數學,數學-數學,,乘法分配律,sîng-huat hun-phuè-lu̍t
103886,乘法表,從一到九，兩數逐一相乘的乘法表。,數學-數學,數學-數學,,,,乘法表,sîng-huat-pió
103887,乘除混合,一列數值同時有乘、除。,,,數學-數學,,,乘除混合,sîng tî hūn-ha̍p
103888,乘積,兩數或多數相乘所得的結果。簡稱為「積」。,,,數學-數學,數學-數學,數學-數學,乘積,sîng-tsik
103889,修辭,修辭學上指如何修飾文句，使作者的意象能精確而生動表現出來的一種藝術。,,語文-國語文,語文-國語文,語文-國語文,語文-國語文,修辭,siu-sû
103890,倉庫,儲藏糧食或物資的建築物。,,,綜合活動-綜合活動,,,倉庫 棧間 棧房,tshng-khòo tsàn-king tsàn-pâng
103891,倉儲,用來儲存貨物的建築物。,,,,,社會-歷史,倉儲,tshng-tû
103893,倍式,數學算式名稱。,,,,數學-數學,數學-數學,倍式,puē-sik
103894,倍革胡,低音革胡又稱倍革胡，於1950年代由楊雨森為取代交響化後的民族樂團中的低音提琴而發明，在結構、發聲原理、定弦、演奏方法皆模仿低音提琴。,,,藝術-藝術,藝術-音樂,,倍革胡,puē-kik-ôo
103895,倍率,用光學儀器，對實物放大的倍數。,,,自然科學-自然科學,自然科學-生物,,倍率,puē-lu̍t
103896,倍數表,記載各數值倍數的表單。,,數學-數學,,,,倍數表,puē-sòo-pió
103897,倒立,以兩手支撐身體，頭朝下，兩腿向上豎起。,,健康與體育-健康與體育,健康與體育-健康與體育,自然科學-理化,健康與體育-體育,倒徛騰,tò-khiā-thîng
103898,倭寇,指明初侵擾中國沿海各省的日本海盜。,,,,社會-歷史,社會-歷史,倭寇 倭番 矮奴 矮寇,o-khòo ue-huan é-lôo é-khòo
103899,值勤,在規定的時間內執行勤務。,,綜合活動-綜合活動,綜合活動-綜合活動,,,當值 值班,tong-ti̍t ti̍t-pan
103900,凍土,高山或高緯度區，溫度長期在攝氏零度以下，土壤中水分終年凍結，故稱為「凍土」。,,,,社會-地理,,凍塗,tòng-thôo
103901,剖析,分析闡明、說明某件事。,,,綜合活動-綜合活動,語文-國語文,,分析 解說,hun-sik kái-sueh
103902,剖腹生產,人工生產方式。,,健康與體育-健康與體育,,,,破腹生產 抱生,phuà-pak sing-sán phō-senn
103903,原子筆,書寫時筆尖的圓珠滾動，筆管中的油墨自動流出而寫成字。,語文-國語文,綜合活動-綜合活動,藝術-藝術 綜合活動-綜合活動,藝術-視覺藝術,,原子筆,guân-tsú-pit
