tl,hanzi,frequency
huan-be̍h-kôo-thng,番麥糊湯,12
huan-be̍h-kenn-thng,番麥羹湯,12
uā-siâ-thiam-tsiok,畫蛇添足,12
uē-tsuâ-thiam-tsiok,畫蛇添足,12
uē-liông-uē-hōng,畫龍畫鳳,12
tng-tann-pe̍h-ji̍t,當今白日,12
tng-thâu-pe̍h-li̍t,當頭白日,12
thia̍p-tshâ-tsng-á,疊柴磚仔,12
tha̍h--khí-khì,疊起去,12
gî-sîn-gî-kuí,疑神疑鬼,12
i̍k-tsîng-kî-kan,疫情期間,12
phî-lô-kà-sú,疲勞駕駛,12
pēnn-pún-khah-po̍h,病本較薄,12
sán-ki-lo̍h-hio̍h,瘦枝落葉,12
hông-huat-khì-thuat,癀發氣脫,12
thái-ko-mih-á,癩物仔,12
thái-ko-nuā-lô,癩𰣻爛癆,12
thái-ko-nuǎ-lô,癩𰣻爛癆,12
thái-kor-nuā-lôr,癩𰣻爛癆,12
giàn-thâu-giàn-thâu,癮頭癮頭,12
huat-io̍k-put-liông,發育不良,12
huat-tsâi-á-tshia,發財仔車,12
pe̍h-tshì-á-hue,白刺仔花,12
pe̍h-kan-bô-jiân,白干無然,12
pi̍k-siú-sîng-ka,白手成家,12
pe̍h-tsiánn-bô-bī,白汫無味,12
pe̍h-sa̍h-pn̄g-pau,白煠飯包,12
pe̍h-tsu-á-tsháu,白珠仔草,12
pe̍h-tōo-înn-á,白肚圓仔,12
pe̍h-tōo-ke-kui,白肚雞胿,12
pe̍h-sik-khióng-pòo,白色恐怖,12
pe̍h-hue-á-sim,白花仔心,12
pe̍h-hue-á-tsháu,白花仔草,12
pe̍h-suat-kong-tsú,白雪公主,12
pi̍k-thiô-kai-ló,白頭偕老,12
pi̍k-thiô-kai-nóo,白頭偕老,12
pe̍h-kut-lông-kun,白骨郎君,12
pah-lâng-thuân-si̍t,百人傳實,12
peh-ha̍p-ha̍k-ūn,百合學運,12
pah-hāng-bô-tāi,百項無代,12
pah-tiám-iā-niau,百點也貓,12
hông-tè-kha-tau,皇帝跤兜,12
phuê-phuê-á-thiann,皮皮仔聽,12
phî-tàn-tāu-hū,皮蛋豆腐,12
tsīn-hù-tong-lîu,盡付東流,12
puânn-suann-kuè-niá,盤山過嶺,12
ba̍k-tsi̍t-ē-nih,目一下𥍉,12
ba̍k-ka-liu-uan,目加溜灣,12
ba̍k-tsap-sang-lâu,目汁雙流,12
ba̍k-tsiap-siang-lâu,目汁雙流,12
ba̍k-tsiu-sái-ko,目睭屎膏,12
ba̍k-tsiu-bui-bui,目睭微微,12
ba̍k-tsiu-peh-kim,目睭擘金,12
ba̍k-tsiu-kheh-kheh,目睭瞌瞌,12
ba̍k-tsiu-hue-hue,目睭花花,12
ba̍k-tsîn-ba̍k-kàng,目瞋目降,12
bo̍k-tìng-khió-tai,目瞪口呆,12
ba̍k-kàng-tshuì-tshàu,目降喙臭,12
ba̍k-kang-tshiu-tshàng,目降鬚聳,12
ba̍k-nih-á-kú,目𥍉仔久,12
ti̍t-tsiap-hòng-sàng,直接放送,12
ti̍t-tsiap-hîng-siau,直接行銷,12
ti̍t-tsháu-bô-ni,直草無拈,12
tit-lān-bô-kip,直𡳞無級,12
sio-phuānn-kuan-hē,相伴關係,12
sio-kīng-kha-tshuinn,相勁尻川,12
sio-phah-ku-á,相拍龜仔,12
sio-tēnn-kha-tshuinn,相捏尻川,12
sann-khúi-sann-la̍k,相搝相搦,12
sio-kik-thâu-náu,相激頭腦,12
sio-khùn-tsi̍t-ê,相睏一下,12
sio-thàn-sio-hiàm,相趁相喊,12
sio-thàn-sio-hán,相趁相喊,12
siang-kuan-lióng-ì,相關兩意,12
khuànn-sū-pān-sū,看事辦事,12
khuànn-lâng-phú-phú,看人殕殕,12
khuànn-thinn-tshìn-tshìn,看天凊凊,12
khuànn-bô-tsiūnn-ba̍k,看無上目,12
khuànn-bô-ba̍k-tuē,看無目地,12
khuànn-bô-ba̍k-tē,看無目地,12
tsin-bīng-thian-tsú,真命天子,12
tsin-si̍t-sè-kài,真實世界,12
tsin-ia̍h-sī-ké,真抑是假,12
tsin-ū-ìn-siōng,真有印象,12
tsin-ū-tshuì-suí,真有喙水,12
tsin-bô-lé-māu,真無禮貌,12
tsin-tsu-ling-tê,真珠奶茶,12
tsin-tsu-huan-be̍h,真珠番麥,12
tsin-tsin-tsiànn-tsiànn,真真正正,12
gán--tsi̍t-ē,眼一下,12
gán-náu-suànn-ui,眼腦腺衣,12
tsìng-lâng-tshuì-to̍k,眾人喙毒,12
khùn-tshn̂g-lia̍t-tshia,睏床列車,12
khùn-bîn-bô-kàu,睏眠無夠,12
khùn--ka-tsuē,睏瞌睡,12
khùn-bē--khì,睏袂去,12
é-tǹg-é-tǹg,矮頓矮頓,12
tsio̍h-bō-á-sim,石磨仔心,12
tsio̍h-mng-tsuí-khòo,石門水庫,12
tsio̍h-thâu-iù-á,石頭幼仔,12
tsio̍h-thâu-liap-á,石頭粒仔,12
lo̍k-kho̍k-bé-á,碌硞馬仔,12
phik-nâ-huàn-sióng,碧藍幻想,12
tsû-tsín-tsō-iánn,磁振造影,12
buâ-tāu-á-ki,磨豆仔機,12
buâ-kiànn--ê,磨鏡的,12
tsóo-kong-á-sái,祖公仔屎,12
tsóo-kong-thài-má,祖公太媽,12
tsóo-kong-tsóo-má,祖公祖媽,12
sîn-kî-pó-puè,神奇寶貝,12
sîn-bîng-uá-kà,神明倚駕,12
sîn-king-tuā-tiâu,神經大條,12
sîn-king-bāng-lōo,神經網路,12
sîn-piàn-bo̍k-tshik,神變莫測,12
sîn-lông-senn-ji̍t,神農生日,12
phiò-bīn-kè-ta̍t,票面價值,12
hok-tik-tsìng-sîn,福德正神,12
lé-pài-sî-á,禮拜時仔,12
su-bōo-ki-kim,私募基金,12
tshiu-hîng-kun-thâng,秋行軍蟲,12
î-huán-î-hok,移反移覆,12
î-san-tó-hái,移山倒海,12
î-hua-tsiap-bo̍k,移花接木,12
hi-hi-hòo-hòo,稀稀戽戽,12
suè-tshù-póo-tsōo,稅厝補助,12
tîng-sū-khòng-tsè,程序控制,12
thîng-sik-siat-kè,程式設計,12
tī-tī-hàn-á,稚稚漢仔,12
tsik-thé-tiān-lōo,積體電路,12
khòng-pat-á-khòo,空八仔褲,12
khòng-pat-khòng-khòng,空八空空,12
khang-tshuì-pōo-tsi̍h,空嘴哺舌,12
khang-khak-kong-si,空殼公司,12
khang-tsuá-pe̍h-jī,空紙白字,12
khong-si̍p-kíng-pò,空襲警報,12
khong-luî-bô-hōo,空雷無雨,12
tshīng-kāng-niá-khòo,穿仝領褲,12
tshīng-jiō-tsū-á,穿尿苴仔,12
tshīng-tshah-tshìn-tshái,穿插凊彩,12
tshīng-ūn-tōng-ê,穿運動鞋,12
tu̍t-nî-se-a,突尼西亞,12
li̍p-kong-li̍p-tik,立功立德,12
li̍p-hong-kong-hun,立方公分,12
tâng-ki-toh-thâu,童乩桌頭,12
tik-kha-hue-bî,竹跤花眉,12
tshiò--tsi̍t-ē,笑一下,12
tshiò-tshiò-á-khàu,笑笑仔哭,12
pūn-kha-pūn-tshiú,笨跤笨手,12
khoo-înn-khoo-á,箍圓箍仔,12
khoo--khí-lâi,箍起來,12
tsat--tsi̍t-ē,節一下,12
lâng-sn̂g-pau-á,籠床包仔,12
bí-kok-sian-tan,米國仙丹,12
hún-înn-ling-tê,粉圓奶茶,12
hún-înn-tê-ling,粉圓茶奶,12
hún-lia̍p-ling-tê,粉粒奶茶,12
hún-lia̍p-ni-tê,粉粒奶茶,12
tshoo-hu-sio̍k-tsú,粗夫俗子,12
tshoo-kha-tāng-tê,粗跤重蹄,12
tsing-sîn-pēnn-īnn,精神病院,12
thn̂g-kâm-uân-á,糖含丸仔,12
mi-mi-mauh-mauh,糜糜卯卯,12
iok-tīng-sio̍k-sîng,約定俗成,12
âng-kong-tshiah-tshí,紅光赤刺,12
âng-tshuì-oo-tshiu,紅喙烏鶖,12
âng-tshuì-pit-á,紅喙筆仔,12
âng-tshuì-tshiu-á,紅喙鶖仔,12
âng-ling-á-tsháu,紅奶仔草,12
âng-pó-hái-tshenn,紅寶海星,12
âng-kha-tshng-á,紅尻川仔,12
âng-kha-tshuinn-á,紅尻川仔,12
âng-bué-á-tsháu,紅尾仔草,12
âng-hīng-tshut-tshiûnn,紅杏出牆,12
âng-môo-sing-sing,紅毛猩猩,12
âng-ting-khiā-u,紅燈徛u,12
âng-ting-tshenn-ting,紅燈青燈,12
âng-ba̍k-tsio̍h-sai,紅目石獅,12
âng-tsng-á-lōo,紅磚仔路,12
âng-hue-tsuí-hún,紅花水粉,12
âng-tê-gû-ling,紅茶牛奶,12
âng-tāu-á-pháng,紅豆仔麭,12
âng-bīn-huan-ah,紅面番鴨,12
âng-thâu-enn-á,紅頭嬰仔,12
âng-thâu-inn-á,紅頭嬰仔,12
âng-thâu-bíng-tsiáu,紅頭猛鳥,12
âng-ko-lê-tshài,紅高麗菜,12
âng-ku-á-kué,紅龜仔粿,12
âng-ku-á-ké,紅龜仔粿,12
tsuá-phiò-piàn-kāu,紙票變厚,12
tsuá-phiò-piàn-po̍h,紙票變薄,12
sòo-tsán--ê,素讚的,12
sè-pún-sing-lí,細本生理,12
sè-hàn-ê-sî,細漢个時,12
sè-hàn-gín-á,細漢囡仔,12
suè-hàn--ê,細漢的,12
suè-lia̍p-pau-á,細粒包仔,12
sè-lia̍p-pau-á,細粒包仔,12
suà-la̍t-tsáu-pio,紲力走標,12
suà--lo̍h-lâi,紲落來,12
suà--luè-khì,紲落去,12
tsiong-kài-sú-tsiá,終界使者,12
kiat-uang-kiat-tóng,結嚾結黨,12
kiat-hun-tshiú-tsí,結婚手指,12
kiat-huat--ê,結髮的,12
lo̍k-i̍k-put-tsua̍t,絡繹不絕,12
king-tsè-hái-hi̍k,經濟海域,12
kinn-kinn-kô-kô,經經翱翱,12
kenn-kha-kenn-tshiú,經跤經手,12
kinn-kha-kinn-tshiú,經跤經手,12
tsong-ha̍p-sún-ik,綜合損益,12
tsong-ha̍p-kik-tòo,綜合格鬥,12
li̍k-sik-suh-kóng,綠色欶管,12
uî-ki-pah-kho,維基百科,12
bāng-á-tshiu-tshái,網仔鬚綵,12
bāng-lōo-kàu-ha̍k,網路教學,12
bāng-lōo-âng-lâng,網路紅人,12
bāng-ia̍h-siat-kè,網頁設計,12
bāng-tíng-kàu-ha̍k,網頂教學,12
bāng-tíng-tiān-tōng,網頂電動,12
tuè-lâng-tshuì-bué,綴人喙尾,12
tuè-bô-tsuí-phe̍h,綴無水沫,12
tè-bô-tsuí-phue̍h,綴無水沫,12
mî-mî-tsinn-tsinn,綿綿精精,12
kín-kip-tshut-kháu,緊急出口,12
kín-tsáu--ah,緊走啊,12
suànn-siōng-kàu-ha̍k,線上教學,12
suànn-sìng-tāi-sòo,線性代數,12
suànn-tíng-kàu-ha̍k,線頂教學,12
suànn-tíng-iû-hì,線頂遊戲,12
suànn-tíng-tiān-tōng,線頂電動,12
iân-tâu-phiau-phiat,緣投飄撇,12
pa̍k-tan-jī-guân,縛單字元,12
pa̍k-kha-pa̍k-tshiú,縛跤縛手,12
tshiong-kuàn-kong-lōo,縱貫公路,12
tshiong-kuàn-thih-lōo,縱貫鐵路,12
tînn-sǹg-hiān-siōng,纏繏現象,12
kuàn-thâu-ke-kui,罐頭雞胿,12
bóng-bóng-á-tsia̍h,罔罔仔食,12
tsuē-hîng-huat-tīng,罪刑法定,12
mā-phôo-sî-lu̍t,罵菩時律,12
lô-hàn-kha-á,羅漢跤仔,12
iûnn-hi̍k-kinn-mī,羊肉羹麵,12
iûnn-kak-sam-kiàm,羊角三劍,12
kiunn-á-lān-hu̍t,羌仔𡳞核,12
bí-kok-sian-tan,美國仙丹,12
bí-kok-kuah-pau,美國割包,12
bí-kok-thôo-tāu,美國塗豆,12
bí-kok-tsuí-siông,美國水松,12
bí-kok-kuàn-tshiâng,美國灌腸,12
bí-kok-tsian-piánn,美國煎餅,12
gī-tāi-lī-mī,義大利麵,12
í-tāi-lī-mī,義大利麵,12
ú-môo-kiû-pue,羽毛球桮,12
ang-á-bóo-bīn,翁仔某面,12
ang-bóo-bô-hó,翁某無好,12
ang-kiânn-bóo-tuè,翁行某綴,12
hip-sin-niû-siòng,翕新娘相,12
huan-lâi-huan-khì,翻來翻去,12
si̍t-kóo-ta-ah,翼股焦矣,12
lāu-lâng-gín-á,老人囡仔,12
lāu--khì-ah,老去矣,12
lāu-lāu-tsínn-tsínn,老老茈茈,12
khó-tshì-ián-si̍p,考試演習,12
sńg-tshiú-ki-á,耍手機仔,12
hīnn-á-tōo-tsiam,耳仔度針,12
hīnn-khang-pinn-uē,耳口邊話,12
hīnn-khang-á-tîn,耳空仔藤,12
hīnn-khang-tshut-iû,耳空出油,12
hīnn-phīnn-âu-kho,耳鼻喉科,12
iâ-soo-ê-ài,耶穌的愛,12
siànn-siànn-kóng-tio̍h,聖聖講著,12
sìng-tàn-lāu-lâng,聖誕老人,12
bûn-hong-phò-tám,聞風破膽,12
liân-lo̍k-ki-á,聯絡機仔,12
tsit-lîng-tī-liâu,職能治療,12
bah-kám-mē-á,肉感妹仔,12
bah-kám-niû-lé,肉感娘嬭,12
tshoh-kàn-la̍k-kiāu,肏姦搦撟,12
huì-hú-tsi-giân,肺腑之言,12
hì-hú-tsi-giân,肺腑之言,12
puē-kíng-hok-siā,背景輻射,12
thai-mo̍oh-tshú-iūnn,胎膜取樣,12
koh-ē-khang-mn̂g,胳下空毛,12
koh-ē-khang-moo,胳下空毛,12
hing-khám-tsa̍t-tsa̍t,胸坎實實,12
pî-thóo-buē-ha̍h,脾土袂合,12
pî-thóo-bē-ha̍h,脾土袂合,12
sīn-siōng-sián-sòo,腎上腺素,12
náu-hā-suî-thé,腦下垂體,12
náu-tsik-tshué-i̍k,腦脊髓液,12
náu-tsik-tshé-i̍k,腦脊髓液,12
náu-thâu-kuà-kut,腦頭蓋骨,12
tsíng-ti-thâu-pîng,腫豬頭爿,12
io-tsí-tsio̍h-á,腰子石仔,12
io-tsí-kiat-tsio̍h,腰子結石,12
io-sng-puē-thiànn,腰痠背疼,12
pak-tóo-thāinn-thāinn,腹肚挺挺,12
pak-kuà-kin-la̍t,腹蓋筋力,12
ka-guân-n̄ng-pe̍h,膠原蛋白,12
ka-lông-ka-pi,膠囊咖啡,12
phòng-tōo-té-miā,膨肚短命,12
phòng-hong-ku-á,膨風龜仔,12
lîm-sî-tsìng-hú,臨時政府,12
lîm-sî-lîm-iāu,臨時臨曜,12
lîm-sî-lîm-iāu,臨時臨要,12
lîm-sî-lîm-tsūn,臨時臨陣,12
tsū-tsú-kuán-lí,自主管理,12
tsū-tsok-to-tsîng,自作多情,12
tsū-tsok-tsū-tsuan,自作自專,12
tsū-tōng-iân-pit,自動鉛筆,12
tsū-ngóo-kài-siāu,自我介紹,12
tsū-ngóo-si̍t-hiān,自我實現,12
tsū-tâu-lô-bāng,自投羅網,12
tsū-tshuē-sí-lōo,自揣死路,12
tsū-pō-tsū-khì,自暴自棄,12
tsū-iû-tsi-tsiàn,自由之戰,12
tsīr-iû-kóng-tiûnn,自由廣場,12
tsū-iû-kóng-tiûnn,自由廣場,12
chū-iû-sî-pò,自由時報,12
tsū-iû-sî-pò,自由時報,12
tsū-iû-sî-pōo,自由時報,12
tsū-iû-tsū-tsāi,自由自在,12
tsū-siong-mâu-tún,自相矛盾,12
tsīr-sin-lân-pó,自身難保,12
tsū-sin-lân-pó,自身難保,12
tshàu-phuì-gín-á,臭屁囡仔,12
tshàu-kam-thòo-láng,臭柑吐籠,12
tshàu-iû-ai-bī,臭油埃味,12
tshàu-tshènn-ku-á,臭腥龜仔,12
tshàu-tshìnn-ku-á,臭腥龜仔,12
tshàu-hun-tsiú-bī,臭薰酒味,12
tshàu-io̍h-uân-á,臭藥丸仔,12
tshàu-thâu-nuā-hīnn,臭頭爛耳,12
tshàu-thâu-ke-á,臭頭雞仔,12
tsì-kong-bû-su,至公無私,12
tâi-pak-tshia-thâu,臺北車頭,12
tâi-uân-tāi-ha̍k,臺灣大學,12
tâi-lô-phing-im,臺羅拼音,12
kū-àu-kū-tshàu,舊漚舊臭,12
bú-hāi--khì,舞害去,12
bú-huat-thian-lú,舞法天女,12
hâng-khong-bú-lām,航空母艦,12
liông-sîn-kiat-sî,良辰吉時,12
tsi-lân-it-pó,芝蘭一堡,12
pa-láu-ut-á,芭荖鬱仔,12
hue-á-huê-siūnn,花仔和尚,12
hua-pa-li-niau,花巴哩貓,12
hue-pa-lí-niau,花巴哩貓,12
hue-si-hiat-kái,花施血解,12
hua-tong-tsiòng-kok,花東縱谷,12
hua-tsi-tsiau-tián,花枝招展,12
hue-pe̍h-sut-sut,花白sut-sut,12
hue-bî-kū-á,花眉舅仔,12
hue-âng-liú-li̍k,花紅柳綠,12
hue-hue-hìnn-hìnn,花花挕挕,12
hue-hue-tsháu-tsháu,花花草草,12
hue-tiám-ku-á,花點龜仔,12
phang-hun-phùn-bū,芳芬噴霧,12
khóo-î-phun-bīng,苦於奔命,12
khóo-tê-á-iû,苦茶仔油,12
ing-kok-tsian-piánn,英國煎餅,12
ing-gí-khò-pún,英語課本,12
ing-gú-khò-pún,英語課本,12
ing-hiông-liân-bîng,英雄聯盟,12
bông-ian-sàn-bū,茫煙散霧,12
bông-bông-biáu-biáu,茫茫渺渺,12
tê-sî-á-hông,茶匙仔癀,12
tsháu-thiúnn-á-hî,草丑仔魚,12
tsháu-kî-lio̍k-á,草其略仔,12
tsháu-tē-lô-kóo,草地鑼鼓,12
tshó-kan-ná-iû,草橄欖油,12
tsháu-soh-tn̄g-guā,草索丈外,12
hng-hng-huì-huì,荒荒廢廢,12
hng-hng-hìnn-hìnn,荒荒挕挕,12
hô-lân-tsian-piánn,荷蘭煎餅,12
hô-lân-tsî-se,荷蘭薯沙,12
hô-lân-tsû-tse,荷蘭薯沙,12
hô-liân-se-tsuí,荷蘭西水,12
hô-lân-se-tsuí,荷蘭西水,12
mài-kā-guá-kha̍p,莫共我磕,12
bo̍k-bîng-kî-miāu,莫名其妙,12
mài-siōnn-sionn-tsē,莫想傷濟,12
mài-siūnn-siunn-tsē,莫想傷濟,12
mài-siōnn-hiah-tsē,莫想遐濟,12
mài-siūnn-hiah-tsuē,莫想遐濟,12
mài-siūnn-hiah-tsē,莫想遐濟,12
mài-gōng--ah,莫戇矣,12
mài-pàng-bē-kì,莫放袂記,12
mài-kóng-huì-uē,莫講廢話,12
mài-koh-tòng-lōo,莫閣擋路,12
kiok-guân-pah-huè,菊元百貨,12
tshài-tshī-á-miâ,菜市仔名,12
tshaì-thaû-lông-á,菜頭籠仔,12
pue-lîng-á-tshài,菠菱仔菜,12
pue-ling-á-tshài,菠薐仔菜,12
lâi-kám-á-tiàm,萊𥴊仔店,12
bān-tn̄g-tshim-khenn,萬丈深坑,12
bān-tn̄g-tshim-khinn,萬丈深坑,12
bān-sū-jû-ì,萬事如意,12
bān-to-tshuì-kuah,萬刀碎割,12
bān-hun-lîm-kip,萬分臨急,12
bān-siū-bû-kiong,萬壽無疆,12
bān-nî-kiú-uán,萬年久遠,12
bān-bān-put-khó,萬萬不可,12
loh-kau-liû-tō,落交流道,12
làu-tshē-làu-tshē,落坐落坐,12
làu-sái-tshenn-hōo,落屎星雨,12
làu-khuì-làu-tak,落氣落觸,12
lo̍h-tsuí-kim-kong,落水金剛,12
lak-bô--khì,落無去,12
lo̍h-bin-tshng-kha,落眠床跤,12
lo̍k-hua-lîu-súi,落花流水,12
lo̍h-hōo-mn̂g-á,落雨毛仔,12
lo̍h-hōo-tsu-á,落雨珠仔,12
lo̍h-seh-bí-á,落雪米仔,12
tio̍h-tshenn-kiann-tsiáu,著生驚鳥,12
tio̍h-ke-tsè-mê,著雞祭盲,12
phô-tô-gê-kok,葡萄牙國,12
suàn-thâu-tsuí-ke,蒜頭水雞,12
thiok-sè-tāi-huat,蓄勢待發,12
tsiúnn-sòng-bí-lîng,蔣宋美齡,12
tshang-thâu-tsuí-ke,蔥頭水雞,12
siau-kui-tsô-suî,蕭規曹隨,12
po̍k-hô-gi̍k-á,薄荷玉仔,12
hiam-tsio-á-tsuí,薟椒仔水,12
hiam-tshá-tinn-kué,薟炒甜粿,12
nâ-gâ-ku̍t-tshí,藍牙滑鼠,12
tsông-kiànn-gîn-hâng,藏鏡銀行,12
gē-bûn-ua̍h-tāng,藝文活動,12
io̍h-uân-ka-pi,藥丸咖啡,12
lôo-tik-á-tsiáu,蘆荻仔鳥,12
phōng-kó-ji̍t-pò,蘋果日報,12
phōng-kó-tiān-náu,蘋果電腦,12
hóo-khiā-niau-tīn,虎徛貓陣,12
hir-tsîng-ké-ì,虛情假意,12
hi-gí-si̍t-siōng,虛擬實像,12
sat-ba̍k-hî-tōo,虱目魚肚,12
phang-bi̍t-lê-bóng,蜂蜜檸檬,12
ngôo-khî-kā-kap,蜈蜞咬蛤,12
ti-tu-kat-bāng,蜘蛛結網,12
bi̍t-phang-oo-liông,蜜芳烏龍,12
lê-á-tsuí-ke,螺仔水雞,12
lê-á-tōo-kui,螺仔肚胿,12
báng-á-teh-pe,蠓仔咧飛,12
báng-á-teh-pue,蠓仔咧飛,12
báng-á-hiunn-kun,蠓仔香君,12
hîng-tōng-kho-ki,行動科技,12
kiânn--khì-ah,行去矣,12
hîng-tsìng-īnn-tiúnn,行政院長,12
kiânn-kánn-ná-pe,行敢若飛,12
kiânn-kánn-ná-pue,行敢若飛,12
kiânn-m̄-tsai-lōo,行毋知路,12
kiânn-m̄-tio̍h-lōo,行毋著路,12
kiânn-bē-khui-kha,行袂開跤,12
kiânn-ta̍h-tsiat-bo̍k,行踏節目,12
ke-thâu-gē-jîn,街頭藝人,12
kue-thâu-gē-lîn,街頭藝人,12
tshiong-phuà-tōng-tu̍t,衝破撞突,12
piáu-tsîng-bûn-jī,表情文字,12
piáu-tsîng-hû-hō,表情符號,12
sann-khòo-king-á,衫褲弓仔,12
sue-bué-tō-jîn,衰尾道人,12
bē-o-ló-tit,袂呵咾得,12
buē-kham-tit-khì,袂堪得氣,12
bē-kham-tit-huân,袂堪得煩,12
bē-hàu-koo-tit,袂孝孤得,12
bē-áu-bân-tit,袂拗蠻得,12
bē-thàm-thiann-tit,袂探聽得,12
bē-tshiânn-kà-tit,袂晟教得,12
bē-hiáu-kiàn-siàu,袂曉見笑,12
bē-hiáu-kóng-uē,袂曉講話,12
buē-hiáu-tńg-uan,袂曉轉彎,12
bē-hiáu-thang-sue,袂曉通衰,12
bē-sí-bē-ua̍h,袂死袂活,12
bē-tàng-siu-suann,袂當收山,12
bē-tàng-bô-ài,袂當無愛,12
bē-tàng-suìnn-pái,袂當算擺,12
bē-khuànn-kháu-tit,袂看口得,12
bē-lo̍h-lâu-thui,袂落樓梯,12
bē-kìnn-tsìng-tit,袂見眾得,12
bē-kiàn-bē-siàu,袂見袂笑,12
bē-kóng-bē-tànn,袂講袂呾,12
tshâi-uan-lia̍h-ti̍t,裁彎掠直,12
li̍h-lông-sàn-kah,裂 囊 散甲,12
li̍h-lông-sàn-kah,裂囊散甲,12
li̍h-hing-sàn-kah,裂胸散甲,12
tsng-siáu--ê,裝痟的,12
thǹg-sann-thǹg-khòo,褪衫褪褲,12
thǹg-khòo-pàng-phuì,褪褲放屁,12
luí-luí-tshuì-tshuì,褸褸碎碎,12
kíng-jiông-á-hue,襉絨仔花,12
se-kok-tshài-iàn,西國菜燕,12
se-iûnn-kuí-tseh,西洋鬼節,12
se-siang-pán-la̍p,西雙版納,12
phak-tē-king-sin,覆地弓身,12
hok-tsuí-lân-siu,覆水難收,12
kiàn-lâng-o-ló,見人呵咾,12
kìnn-oo-tio̍h-tak,見烏著觸,12
kiàn-siàu-bô-té,見笑無底,12
kui-uang-kui-tóng,規嚾規黨,12
kui-ke-hué-á,規家伙仔,12
kui-thua-kui-kô,規拖規膏,12
kui-thua-kui-kô,規拖退膏,12
kui-bôo-king-tsè,規模經濟,12
kui-sin-khu-kuānn,規身軀汗,12
bā-tah-bā-tah,覓搭覓搭,12
tshin-ài--ê,親愛的,12
kak-tshé́nn-tshing-liân,覺醒青年,12
kak-tshínn-tshing-liân,覺醒青年,12
kuan-im-hu̍t-tsóo,觀音佛祖,12
kuan-im-tāi-sū,觀音大士,12
kuan-im-phôo-sat,觀音菩薩,12
kak-ka-sok-tōo,角加速度,12
kak-ūn-tōng-liōng,角運動量,12
kái-bûn-seh-lī,解文說字,12
kái-bûn-sueh-jī,解文說字,12
kì-tî-sio̍k-pháng,記持俗麭,12
khóo-táng--ê,許董的,12
tsà-phiàn-tsi̍p-thuân,詐騙集團,12
phîng-phuànn-sin-senn,評判先生,12
phîng-sím-lāu-su,評審老師,12
uē-sái-liáu-liáu,話屎了了,12
uē-gí-tsi-tiong,話語之中,12
gí-sòo-bûn-jī,語素文字,12
gí-giân-tī-liâu,語言治療,12
tsiânn-piànn--leh,誠拚咧,12
tsiânn-bô-kán-tan,誠無簡單,12
seh-bûn-kái-lī,說文解字,12
sueh-bûn-kái-jī,說文解字,12
thâu-king-á-tshài,調羹仔菜,12
tshiánn-kuí-i-pēnn,請鬼醫病,12
kóng-tshing-kóng-bān,講千講萬,12
kóng-kúi-kù-uē,講幾句話,12
kóng-lóng-bē-liáu,講攏袂了,12
kóng-pe̍h-tsha̍t-uē,講白賊話,12
kóng-sè-siann-uē,講細聲話,12
kóng-kín-tsuè-oh,講緊做僫,12
kóng-kín-tsò-oh,講緊做僫,12
kóng-bān-kóo-tāi,講萬古代,12
kóng-tsuâ-tio̍h-suà,講蛇著紲,12
kóng-bē-tshun-tshia,講袂伸奢,12
kóng-bē-tshun-tshia,講袂伸捙,12
kóng-bē-huan-tshia,講袂翻捙,12
kóng-hong-thâu-uē,講風頭話,12
kín-kì-tsāi-sim,謹記在心,12
hàm-hóng-tsin-si̍t,譀仿真實,12
pìnn-siánn-mih-báng,變啥物魍,12
piàn-sik-tōo-tīng,變色杜定,12
piàn-pîn-líng-khì,變頻冷氣,12
tāu-kuann-tsìnn-luân,豆乾糋戀,12
tāu-tshài-té-ê,豆菜底的,12
tāu-pôo-tshut-gê,豆酺出芽,12
ti-káu-khîm-siù,豬狗禽獸,12
ti-kha-tsînn-á,豬跤錢仔,12
niau-á-sai-nai,貓仔司奶,12
niau-khang-lám-tshia,貓空纜車,12
bâ-bū-á-kng,貓霧仔光,12
tsâi-thuân-huat-jîn,財團法人,12
tsâi-sán-tsìng-bîng,財產證明,12
pân-tuānn-thun-nuā,貧惰吞瀾,12
pîn-tuānn-hô-bé,貧惰河馬,12
huè-bu̍t-á-tshia,貨物仔車,12
hè-bu̍t-á-tshia,貨物仔車,12
mái-it-sòng-it,買一送一,12
huì-khì-huì-tak,費氣費觸,12
tah-sim-á-hiann,貼心仔兄,12
tah-ba̍k-kiànn-jîn,貼目鏡仁,12
tsu-liāu-a̍p-á,資料匣仔,12
tsu-liāu-nge̍h-á,資料挾仔,12
pin-tsú-tsīn-huan,賓主盡歡,12
hiân-tshe-liông-bió,賢妻良母,12
buē-tshài--ê,賣菜的,12
bē-tshài--ê,賣菜的,12
sài-phóo-li̍k-su,賽普勒斯,12
tshiah-kah-ji̍p-jiông,赤甲入茸,12
tshiah-kha-sian-á,赤跤仙仔,12
tshiah-kha-lô-hàn,赤跤羅漢,12
tshiah-sin--ê,赤身的,12
tsáu-kánn-ná-pe,走敢若飛,12
tsáu-kánn-ná-pue,走敢若飛,12
tsâu-hué-ji̍p-mô͘,走火入魔,12
tsáu-tshia-li̍k-lōo,走車碌路,12
khí-ka-lún-sún,起交懍恂,12
khí-sìng-la̍k-tē,起性搦地,12
khí-tsheh-kàu-tè,起慼到地,12
khí-mo͘-lia̍p-á,起毛粒仔,12
