hanzi,tl,frequency,poj,tl_num,poj_num,tl_notone,poj_notone,tl_abbrev,poj_abbrev
俗麭𩛩,sio̍k-pháng-kauh,16,sio̍k-pháng-kauh,siok8phang2kauh,siok8phang2kauh,siokphangkauh,siokphangkauh,spk,spk
保庇跳,pó-pì-thiàu,16,pó-pì-thiàu,po2pi3thiau3,po2pi3thiau3,popithiau,popithiau,ppt,ppt
保養品,pó-ióng-phín,16,pó-ióng-phín,po2iong2phin2,po2iong2phin2,poiongphin,poiongphin,pip,pip
保鮮膜,pó-sian-mo̍oh,16,pó-sian-mo̍͘h,po2sianmooh8,po2sianmooh8,posianmooh,posianmooh,psm,psm
保齡球,pó-lîng-kiû,16,pó-lêng-kiû,po2ling5kiu5,po2leng5kiu5,polingkiu,polengkiu,plk,plk
修容條,siu-iông-tiâu,16,siu-iông-tiâu,siuiong5tiau5,siuiong5tiau5,siuiongtiau,siuiongtiau,sit,sit
修容霜,siu-iông-song,16,siu-iông-song,siuiong5song,siuiong5song,siuiongsong,siuiongsong,sis,sis
修眉刀,siu-bâi-to,16,siu-bâi-to,siubai5to,siubai5to,siubaito,siubaito,sbt,sbt
個人賽,kò-jîn-sài,16,kò-jîn-sài,ko3jin5sai3,ko3jin5sai3,kojinsai,kojinsai,kjs,kjs
個人賽,kò-lîn-sài,16,kò-lîn-sài,ko3lin5sai3,ko3lin5sai3,kolinsai,kolinsai,kls,kls
倒徛騰,tò-khiā-thîng,16,tò-khiā-thêng,to3khia7thing5,to3khia7theng5,tokhiathing,tokhiatheng,tkt,tkt
倖存者,hīng-tsûn-tsiá,16,hēng-chûn-chiá,hing7tsun5tsia2,heng7chun5chia2,hingtsuntsia,hengchunchia,htt,hcc
假動作,ké-tōng-tsok,16,ké-tōng-chok,ke2tong7tsok,ke2tong7chok,ketongtsok,ketongchok,ktt,ktc
做散工,tsuè-suánn-kang,16,chòe-sóaⁿ-kang,tsue3suann2kang,choe3soann2kang,tsuesuannkang,choesoannkang,tsk,csk
做散工,tsò-suánn-kang,16,chò-sóaⁿ-kang,tso3suann2kang,cho3soann2kang,tsosuannkang,chosoannkang,tsk,csk
健身房,kiān-sin-pâng,16,kiān-sin-pâng,kian7sinpang5,kian7sinpang5,kiansinpang,kiansinpang,ksp,ksp
側平夯,tshik-pênn-giâ,16,chhek-pêⁿ-giâ,tshikpenn5gia5,chhekpenn5gia5,tshikpenngia,chhekpenngia,tpg,cpg
側平夯,tshik-pînn-giâ,16,chhek-pîⁿ-giâ,tshikpinn5gia5,chhekpinn5gia5,tshikpinngia,chhekpinngia,tpg,cpg
側旋踢,tshik-suân-that,16,chhek-soân-that,tshiksuan5that,chheksoan5that,tshiksuanthat,chheksoanthat,tst,cst
傳播鍊,thuân-pò-liān,16,thoân-pò-liān,thuan5po3lian7,thoan5po3lian7,thuanpolian,thoanpolian,tpl,tpl
僻智識,phiah-tì-sik,16,phiah-tì-sek,phiahti3sik,phiahti3sek,phiahtisik,phiahtisek,pts,pts
儀表板,gî-pió-pán,16,gî-pió-pán,gi5pio2pan2,gi5pio2pan2,gipiopan,gipiopan,gpp,gpp
優格奶,iu-keh-ling,16,iu-keh-leng,iukehling,iukehleng,iukehling,iukehleng,ikl,ikl
充電柱,tshiong-tiān-thiāu,16,chhiong-tiān-thiāu,tshiongtian7thiau7,chhiongtian7thiau7,tshiongtianthiau,chhiongtianthiau,ttt,ctt
克流感,khik-liû-kám,16,khek-liû-kám,khikliu5kam2,khekliu5kam2,khikliukam,khekliukam,klk,klk
內輪差,lāi-lián-tsha,16,lāi-lián-chha,lai7lian2tsha,lai7lian2chha,lailiantsha,lailianchha,llt,llc
內重巡,lāi-tîng-sûn,16,lāi-têng-sûn,lai7ting5sun5,lai7teng5sun5,laitingsun,laitengsun,lts,lts
全壘打,tsuân-luí-tánn,16,choân-lúi-táⁿ,tsuan5lui2tann2,choan5lui2tann2,tsuanluitann,choanluitann,tlt,clt
冰風暴,ping-hong-pō,16,peng-hong-pō,pinghongpo7,penghongpo7,pinghongpo,penghongpo,php,php
冷智識,líng-tì-sik,16,léng-tì-sek,ling2ti3sik,leng2ti3sek,lingtisik,lengtisek,lts,lts
分析師,hun-sik-su,16,hun-sek-su,hunsiksu,hunseksu,hunsiksu,hunseksu,hss,hss
分道喙,pun-tō-tshuì,16,pun-tō-chhùi,punto7tshui3,punto7chhui3,puntotshui,puntochhui,ptt,ptc
切入,tshiat--ji̍p,16,chhiat--ji̍p,tshiatjip8,chhiatjip8,tshiatjip,chhiatjip,tj,cj
切入,tshiat--li̍p,16,chhiat--li̍p,tshiatlip8,chhiatlip8,tshiatlip,chhiatlip,tl,cl
刪除線,san-tî-suànn,16,san-tî-sòaⁿ,santi5suann3,santi5soann3,santisuann,santisoann,sts,sts
刪除線,san-tû-suànn,16,san-tû-sòaⁿ,santu5suann3,santu5soann3,santusuann,santusoann,sts,sts
刺目眉,tshiah-ba̍k-bâi,16,chhiah-ba̍k-bâi,tshiahbak8bai5,chhiahbak8bai5,tshiahbakbai,chhiahbakbai,tbb,cbb
剪貼簿,tsián-tah-phōo,16,chián-tah-phō͘,tsian2tahphoo7,chian2tahphoo7,tsiantahphoo,chiantahphoo,ttp,ctp
副食品,hù-si̍t-phín,16,hù-si̍t-phín,hu3sit8phin2,hu3sit8phin2,husitphin,husitphin,hsp,hsp
功能齒,kong-lîng-khí,16,kong-lêng-khí,kongling5khi2,kongleng5khi2,konglingkhi,konglengkhi,klk,klk
加熱薰,ka-jia̍t-hun,16,ka-jia̍t-hun,kajiat8hun,kajiat8hun,kajiathun,kajiathun,kjh,kjh
加熱薰,ka-lia̍t-hun,16,ka-lia̍t-hun,kaliat8hun,kaliat8hun,kaliathun,kaliathun,klh,klh
助聽器,tsōo-thiann-khì,16,chō͘-thiaⁿ-khì,tsoo7thiannkhi3,choo7thiannkhi3,tsoothiannkhi,choothiannkhi,ttk,ctk
化妝台,huà-tsong-tâi,16,hòa-chong-tâi,hua3tsongtai5,hoa3chongtai5,huatsongtai,hoachongtai,htt,hct
化妝棉,huà-tsong-mî,16,hòa-chong-mî,hua3tsongmi5,hoa3chongmi5,huatsongmi,hoachongmi,htm,hcm
化妝水,huà-tsong-tsuí,16,hòa-chong-chúi,hua3tsongtsui2,hoa3chongchui2,huatsongtsui,hoachongchui,htt,hcc
化妝筅,huà-tsong-tshíng,16,hòa-chong-chhéng,hua3tsongtshing2,hoa3chongchheng2,huatsongtshing,hoachongchheng,htt,hcc
化妝鏡,huà-tsong-kiànn,16,hòa-chong-kiàⁿ,hua3tsongkiann3,hoa3chongkiann3,huatsongkiann,hoachongkiann,htk,hck
匿名者,li̍k-miâ-tsiá,16,le̍k-miâ-chiá,lik8mia5tsia2,lek8mia5chia2,likmiatsia,lekmiachia,lmt,lmc
十進位,tsa̍p-tsìn-uī,16,cha̍p-chìn-ūi,tsap8tsin3ui7,chap8chin3ui7,tsaptsinui,chapchinui,ttu,ccu
千島醬,tshian-tó-tsiùnn,16,chhian-tó-chiùⁿ,tshianto2tsiunn3,chhianto2chiunn3,tshiantotsiunn,chhiantochiunn,ttt,ctc
升利息,sing-lī-sik,16,seng-lī-sek,singli7sik,sengli7sek,singlisik,senglisek,sls,sls
半熟卵,puànn-si̍k-nn̄g,16,pòaⁿ-se̍k-nn̄g,puann3sik8nng7,poann3sek8nng7,puannsiknng,poannseknng,psn,psn
半衰期,puàn-sue-kî,16,poàn-soe-kî,puan3sueki5,poan3soeki5,puansueki,poansoeki,psk,psk
半衰期,puànn-sue-kî,16,pòaⁿ-soe-kî,puann3sueki5,poann3soeki5,puannsueki,poannsoeki,psk,psk
協同肌,hia̍p-tông-ki,16,hia̍p-tông-ki,hiap8tong5ki,hiap8tong5ki,hiaptongki,hiaptongki,htk,htk
卡巴迪,kha-pá-tih,16,kha-pá-tih,khapa2tih,khapa2tih,khapatih,khapatih,kpt,kpt
卵白質,nn̄g-pe̍h-tsit,16,nn̄g-pe̍h-chit,nng7peh8tsit,nng7peh8chit,nngpehtsit,nngpehchit,npt,npc
卵白霜,nn̄g-pe̍h-song,16,nn̄g-pe̍h-song,nng7peh8song,nng7peh8song,nngpehsong,nngpehsong,nps,nps
卸妝乳,sià-tsong-jú,16,sià-chong-jú,sia3tsongju2,sia3chongju2,siatsongju,siachongju,stj,scj
卸妝水,sià-tsong-tsuí,16,sià-chong-chúi,sia3tsongtsui2,sia3chongchui2,siatsongtsui,siachongchui,stt,scc
卸妝油,sià-tsong-iû,16,sià-chong-iû,sia3tsongiu5,sia3chongiu5,siatsongiu,siachongiu,sti,sci
厚 tshì-sìr,kāu-tshì-sìr,16,kāu-chhì-sìr,kau7tshi3sir3,kau7chhi3sir3,kautshisir,kauchhisir,kts,kcs
厚 tshì-sù,kāu-tshì-sù,16,kāu-chhì-sù,kau7tshi3su3,kau7chhi3su3,kautshisu,kauchhisu,kts,kcs
厚喙脣,kāu-tshuì-tûn,16,kāu-chhùi-tûn,kau7tshui3tun5,kau7chhui3tun5,kautshuitun,kauchhuitun,ktt,kct
厚藻鹽,kāu-tsó-iâm,16,kāu-chó-iâm,kau7tso2iam5,kau7cho2iam5,kautsoiam,kauchoiam,kti,kci
原始碼,guân-sí-bé,16,goân-sí-bé,guan5si2be2,goan5si2be2,guansibe,goansibe,gsb,gsb
去角質,khì-kak-tsit,16,khì-kak-chit,khi3kaktsit,khi3kakchit,khikaktsit,khikakchit,kkt,kkc
反曲弓,huán-khiok-king,16,hoán-khiok-keng,huan2khiokking,hoan2khiokkeng,huankhiokking,hoankhiokkeng,hkk,hkk
古銅粉,kóo-tâng-hún,16,kó͘-tâng-hún,koo2tang5hun2,koo2tang5hun2,kootanghun,kootanghun,kth,kth
叨撚批,lo-lián-phue,16,lo-lián-phoe,lolian2phue,lolian2phoe,lolianphue,lolianphoe,llp,llp
可可仔,khoo-khóo-ah,16,kho͘-khó͘-ah,khookhoo2ah,khookhoo2ah,khookhooah,khookhooah,kka,kka
可樂餅,khó-lo̍k-piánn,16,khó-lo̍k-piáⁿ,kho2lok8piann2,kho2lok8piann2,kholokpiann,kholokpiann,klp,klp
可蘭經,khó-lân-king,16,khó-lân-keng,kho2lan5king,kho2lan5keng,kholanking,kholankeng,klk,klk
可麗露,khó-lē-lōo,16,khó-lē-lō͘,kho2le7loo7,kho2le7loo7,kholeloo,kholeloo,kll,kll
台積電,tâi-tsik-tiān,16,tâi-chek-tiān,tai5tsiktian7,tai5chektian7,taitsiktian,taichektian,ttt,tct
合氣道,ha̍p-khì-tō,16,ha̍p-khì-tō,hap8khi3to7,hap8khi3to7,hapkhito,hapkhito,hkt,hkt
吉娃娃,tshi-uá-uah,16,chhi-óa-oah,tshiua2uah,chhioa2oah,tshiuauah,chhioaoah,tuu,coo
吊熨機,tiàu-ut-ki,16,tiàu-ut-ki,tiau3utki,tiau3utki,tiauutki,tiauutki,tuk,tuk
吐血鯃,thòo-hueh-ngôo,16,thò͘-hoeh-ngô͘,thoo3huehngoo5,thoo3hoehngoo5,thoohuehngoo,thoohoehngoo,thn,thn
吐血鯃,thòo-huih-ngôo,16,thò͘-huih-ngô͘,thoo3huihngoo5,thoo3huihngoo5,thoohuihngoo,thoohuihngoo,thn,thn
向量圖,hiòng-liōng-tôo,16,hiòng-liōng-tô͘,hiong3liong7too5,hiong3liong7too5,hiongliongtoo,hiongliongtoo,hlt,hlt
和肉佮,hām-bah-kah,16,hām-bah-kah,ham7bahkah,ham7bahkah,hambahkah,hambahkah,hbk,hbk
和風醬,hô-hong-tsiùnn,16,hô-hong-chiùⁿ,ho5hongtsiunn3,ho5hongchiunn3,hohongtsiunn,hohongchiunn,hht,hhc
咖啡因,ka-pi-in,16,ka-pi-in,kapiin,kapiin,kapiin,kapiin,kpi,kpi
咖啡磚,ka-pi-tsng,16,ka-pi-chng,kapitsng,kapichng,kapitsng,kapichng,kpt,kpc
哈士奇,ha-sū-kî,16,ha-sū-kî,hasu7ki5,hasu7ki5,hasuki,hasuki,hsk,hsk
哈密瓜,ha-bi̍t-kue,16,ha-bi̍t-koe,habit8kue,habit8koe,habitkue,habitkoe,hbk,hbk
哈巴狗,ha-pa-káu,16,ha-pa-káu,hapakau2,hapakau2,hapakau,hapakau,hpk,hpk
喙䫌骨,tshuì-phué-kut,16,chhùi-phóe-kut,tshui3phue2kut,chhui3phoe2kut,tshuiphuekut,chhuiphoekut,tpk,cpk
喙脣彩,tshuì-tûn-tshái,16,chhùi-tûn-chhái,tshui3tun5tshai2,chhui3tun5chhai2,tshuituntshai,chhuitunchhai,ttt,ctc
喙脣痕,tshuì-tûn-hûn,16,chhùi-tûn-hûn,tshui3tun5hun5,chhui3tun5hun5,tshuitunhun,chhuitunhun,tth,cth
喙脣膏,tshuì-tûn-ko,16,chhùi-tûn-ko,tshui3tun5ko,chhui3tun5ko,tshuitunko,chhuitunko,ttk,ctk
喙脣膜,tshuì-tûn-mo̍oh,16,chhùi-tûn-mo̍͘h,tshui3tun5mooh8,chhui3tun5mooh8,tshuitunmooh,chhuitunmooh,ttm,ctm
喙脣蜜,tshuì-tûn-bi̍t,16,chhùi-tûn-bi̍t,tshui3tun5bit8,chhui3tun5bit8,tshuitunbit,chhuitunbit,ttb,ctb
單選鈕,tan-suán-liú,16,tan-soán-liú,tansuan2liu2,tansoan2liu2,tansuanliu,tansoanliu,tsl,tsl
噗仔紙,phok-á-tsuá,16,phok-á-chóa,phoka2tsua2,phoka2choa2,phokatsua,phokachoa,pat,pac
團體賽,thuân-thé-sài,16,thoân-thé-sài,thuan5the2sai3,thoan5the2sai3,thuanthesai,thoanthesai,tts,tts
坦笑泅,thán-tshiò-siû,16,thán-chhiò-siû,than2tshio3siu5,than2chhio3siu5,thantshiosiu,thanchhiosiu,tts,tcs
執行緒,tsip-hîng-sī,16,chip-hêng-sī,tsiphing5si7,chipheng5si7,tsiphingsi,chiphengsi,ths,chs
執行緒,tsip-hîng-sū,16,chip-hêng-sū,tsiphing5su7,chipheng5su7,tsiphingsu,chiphengsu,ths,chs
塔利班,thah-lī-pan,16,thah-lī-pan,thahli7pan,thahli7pan,thahlipan,thahlipan,tlp,tlp
塔塔醬,thah-thah-tsiùnn,16,thah-thah-chiùⁿ,thahthahtsiunn3,thahthahchiunn3,thahthahtsiunn,thahthahchiunn,ttt,ttc
塗豆醬,thôo-tāu-tsiùnn,16,thô͘-tāu-chiùⁿ,thoo5tau7tsiunn3,thoo5tau7chiunn3,thootautsiunn,thootauchiunn,ttt,ttc
壓炒房,ah-tshá-pâng,16,ah-chhá-pâng,ahtsha2pang5,ahchha2pang5,ahtshapang,ahchhapang,atp,acp
壓縮檔,ap-sok-tòng,16,ap-sok-tòng,apsoktong3,apsoktong3,apsoktong,apsoktong,ast,ast
壓縮檔,ap-sok-tóng,16,ap-sok-tóng,apsoktong2,apsoktong2,apsoktong,apsoktong,ast,ast
外役監,guā-i̍k-kann,16,gōa-e̍k-kaⁿ,gua7ik8kann,goa7ek8kann,guaikkann,goaekkann,gik,gek
外野手,guā-iá-tshiú,16,gōa-iá-chhiú,gua7ia2tshiu2,goa7ia2chhiu2,guaiatshiu,goaiachhiu,git,gic
多倫多,to-lûn-to,16,to-lûn-to,tolun5to,tolun5to,tolunto,tolunto,tlt,tlt
多巴胺,to-pa-an,16,to-pa-an,topaan,topaan,topaan,topaan,tpa,tpa
多選框,to-suán-khing,16,to-soán-kheng,tosuan2khing,tosoan2kheng,tosuankhing,tosoankheng,tsk,tsk
夜光粉,iā-kng-hún,16,iā-kng-hún,ia7knghun2,ia7knghun2,iaknghun,iaknghun,ikh,ikh
大人齒,tuā-lâng-khí,16,tōa-lâng-khí,tua7lang5khi2,toa7lang5khi2,tualangkhi,toalangkhi,tlk,tlk
大使館,tāi-sài-kuán,16,tāi-sài-koán,tai7sai3kuan2,tai7sai3koan2,taisaikuan,taisaikoan,tsk,tsk
大數據,tuā-sòo-kì,16,tōa-sò͘-kì,tua7soo3ki3,toa7soo3ki3,tuasooki,toasooki,tsk,tsk
大數據,tuā-sòo-kù,16,tōa-sò͘-kù,tua7soo3ku3,toa7soo3ku3,tuasooku,toasooku,tsk,tsk
大水雨,tuā-tsuí-hōo,16,tōa-chúi-hō͘,tua7tsui2hoo7,toa7chui2hoo7,tuatsuihoo,toachuihoo,tth,tch
大粒攄,tuā-lia̍p-lu,16,tōa-lia̍p-lu,tua7liap8lu,toa7liap8lu,tualiaplu,toaliaplu,tll,tll
大頭貼,tuā-thâu-tah,16,tōa-thâu-tah,tua7thau5tah,toa7thau5tah,tuathautah,toathautah,ttt,ttt
大骨湯,tuā-kut-thng,16,tōa-kut-thng,tua7kutthng,toa7kutthng,tuakutthng,toakutthng,tkt,tkt
大麥町,tuā-be̍h-ting,16,tōa-be̍h-teng,tua7beh8ting,toa7beh8teng,tuabehting,toabehteng,tbt,tbt
天然氣,thian-jiân-khì,16,thian-jiân-khì,thianjian5khi3,thianjian5khi3,thianjiankhi,thianjiankhi,tjk,tjk
天然氣,thian-liân-khì,16,thian-liân-khì,thianlian5khi3,thianlian5khi3,thianliankhi,thianliankhi,tlk,tlk
天然痘,thian-jiân-tōo,16,thian-jiân-tō͘,thianjian5too7,thianjian5too7,thianjiantoo,thianjiantoo,tjt,tjt
天然痘,thian-liân-tōo,16,thian-liân-tō͘,thianlian5too7,thianlian5too7,thianliantoo,thianliantoo,tlt,tlt
太極劍,thài-ki̍k-kiàm,16,thài-ke̍k-kiàm,thai3kik8kiam3,thai3kek8kiam3,thaikikkiam,thaikekkiam,tkk,tkk
太極拳,thài-ki̍k-kûn,16,thài-ke̍k-kûn,thai3kik8kun5,thai3kek8kun5,thaikikkun,thaikekkun,tkk,tkk
夯石碾,giâ-tsio̍h-lián,16,giâ-chio̍h-lián,gia5tsioh8lian2,gia5chioh8lian2,giatsiohlian,giachiohlian,gtl,gcl
失智症,sit-tì-tsìng,16,sit-tì-chèng,sitti3tsing3,sitti3cheng3,sittitsing,sitticheng,stt,stc
奢華品,tshia-hua-phín,16,chhia-hoa-phín,tshiahuaphin2,chhiahoaphin2,tshiahuaphin,chhiahoaphin,thp,chp
好立克,hó-li̍p-khik,16,hó-li̍p-khek,ho2lip8khik,ho2lip8khek,holipkhik,holipkhek,hlk,hlk
妝前乳,tsong-tsîng-jú,16,chong-chêng-jú,tsongtsing5ju2,chongcheng5ju2,tsongtsingju,chongchengju,ttj,ccj
妝前乳,tsong-tsîng-lú,16,chong-chêng-lú,tsongtsing5lu2,chongcheng5lu2,tsongtsinglu,chongchenglu,ttl,ccl
妥瑞症,thò-suī-tsìng,16,thò-sūi-chèng,tho3sui7tsing3,tho3sui7cheng3,thosuitsing,thosuicheng,tst,tsc
婚外情,hun-guā-tsîng,16,hun-gōa-chêng,hungua7tsing5,hungoa7cheng5,hunguatsing,hungoacheng,hgt,hgc
嬰仔油,enn-á-iû,16,eⁿ-á-iû,enna2iu5,enna2iu5,ennaiu,ennaiu,eai,eai
嬰仔油,inn-á-iû,16,iⁿ-á-iû,inna2iu5,inna2iu5,innaiu,innaiu,iai,iai
孤跤跍,koo-kha-khû,16,ko͘-kha-khû,kookhakhu5,kookhakhu5,kookhakhu,kookhakhu,kkk,kkk
守門員,siú-mn̂g-uân,16,siú-mn̂g-oân,siu2mng5uan5,siu2mng5oan5,siumnguan,siumngoan,smu,smo
宮城縣,kiong-siânn-kuān,16,kiong-siâⁿ-koān,kiongsiann5kuan7,kiongsiann5koan7,kiongsiannkuan,kiongsiannkoan,ksk,ksk
導覽列,tō-lám-lia̍t,16,tō-lám-lia̍t,to7lam2liat8,to7lam2liat8,tolamliat,tolamliat,tll,tll
小三通,sió-sam-thong,16,sió-sam-thong,sio2samthong,sio2samthong,siosamthong,siosamthong,sst,sst
小耳症,sió-hīnn-tsìng,16,sió-hīⁿ-chèng,sio2hinn7tsing3,sio2hinn7cheng3,siohinntsing,siohinncheng,sht,shc
少子化,siáu-tsú-huà,16,siáu-chú-hòa,siau2tsu2hua3,siau2chu2hoa3,siautsuhua,siauchuhoa,sth,sch
尪仔粉,ang-á-hún,16,ang-á-hún,anga2hun2,anga2hun2,angahun,angahun,aah,aah
尻川捒,kha-tshng-sak,16,kha-chhng-sak,khatshngsak,khachhngsak,khatshngsak,khachhngsak,kts,kcs
尻脊肌,kha-tsiah-ki,16,kha-chiah-ki,khatsiahki,khachiahki,khatsiahki,khachiahki,ktk,kck
展好額,tián-hó-gia̍h,16,tián-hó-gia̍h,tian2ho2giah8,tian2ho2giah8,tianhogiah,tianhogiah,thg,thg
崁名者,khàm-miâ-tsiá,16,khàm-miâ-chiá,kham3mia5tsia2,kham3mia5chia2,khammiatsia,khammiachia,kmt,kmc
崁斑筅,khàm-pan-tshíng,16,khàm-pan-chhéng,kham3pantshing2,kham3panchheng2,khampantshing,khampanchheng,kpt,kpc
崁斑膏,khàm-pan-ko,16,khàm-pan-ko,kham3panko,kham3panko,khampanko,khampanko,kpk,kpk
巡洋艦,sûn-iûnn-lām,16,sûn-iûⁿ-lām,sun5iunn5lam7,sun5iunn5lam7,suniunnlam,suniunnlam,sil,sil
工具列,kang-khū-lia̍t,16,kang-khū-lia̍t,kangkhu7liat8,kangkhu7liat8,kangkhuliat,kangkhuliat,kkl,kkl
工具列,kang-kū-lia̍t,16,kang-kū-lia̍t,kangku7liat8,kangku7liat8,kangkuliat,kangkuliat,kkl,kkl
工課場,khang-khuè-tiûnn,16,khang-khòe-tiûⁿ,khangkhue3tiunn5,khangkhoe3tiunn5,khangkhuetiunn,khangkhoetiunn,kkt,kkt
巧固球,khá-kòo-kiû,16,khá-kò͘-kiû,kha2koo3kiu5,kha2koo3kiu5,khakookiu,khakookiu,kkk,kkk
巨集齒,kī-tsi̍p-khí,16,kī-chi̍p-khí,ki7tsip8khi2,ki7chip8khi2,kitsipkhi,kichipkhi,ktk,kck
巨集齒,kū-tsi̍p-khí,16,kū-chi̍p-khí,ku7tsip8khi2,ku7chip8khi2,kutsipkhi,kuchipkhi,ktk,kck
布朗尼,pu-láu-nih,16,pu-láu-nih,pulau2nih,pulau2nih,pulaunih,pulaunih,pln,pln
布林值,pòo-lîm-ta̍t,16,pò͘-lîm-ta̍t,poo3lim5tat8,poo3lim5tat8,poolimtat,poolimtat,plt,plt
布篷厝,pòo-phâng-tshù,16,pò͘-phâng-chhù,poo3phang5tshu3,poo3phang5chhu3,poophangtshu,poophangchhu,ppt,ppc
帶風向,tài-hong-hiòng,16,tài-hong-hiòng,tai3honghiong3,tai3honghiong3,taihonghiong,taihonghiong,thh,thh
平衡木,pîng-hîng-bo̍k,16,pêng-hêng-bo̍k,ping5hing5bok8,peng5heng5bok8,pinghingbok,penghengbok,phb,phb
平頭筅,pênn-thâu-tshíng,16,pêⁿ-thâu-chhéng,penn5thau5tshing2,penn5thau5chheng2,pennthautshing,pennthauchheng,ptt,ptc
平頭筅,pînn-thâu-tshíng,16,pîⁿ-thâu-chhéng,pinn5thau5tshing2,pinn5thau5chheng2,pinnthautshing,pinnthauchheng,ptt,ptc
幹細胞,kàn-suè-pau,16,kàn-sòe-pau,kan3sue3pau,kan3soe3pau,kansuepau,kansoepau,ksp,ksp
幹細胞,kàn-sè-pau,16,kàn-sè-pau,kan3se3pau,kan3se3pau,kansepau,kansepau,ksp,ksp
庫德族,khòo-tik-tso̍k,16,khò͘-tek-cho̍k,khoo3tiktsok8,khoo3tekchok8,khootiktsok,khootekchok,ktt,ktc
弄貓枝,lāng-niau-ki,16,lāng-niau-ki,lang7niauki,lang7niauki,langniauki,langniauki,lnk,lnk
弓咧,king--leh,16,keng--leh,kingleh,kengleh,kingleh,kengleh,kl,kl
弓箭步,king-tsìnn-pōo,16,keng-chìⁿ-pō͘,kingtsinn3poo7,kengchinn3poo7,kingtsinnpoo,kengchinnpoo,ktp,kcp
弓箭步,kiong-tsìnn-pōo,16,kiong-chìⁿ-pō͘,kiongtsinn3poo7,kiongchinn3poo7,kiongtsinnpoo,kiongchinnpoo,ktp,kcp
引路人,ín-lōo-lâng,16,ín-lō͘-lâng,in2loo7lang5,in2loo7lang5,inloolang,inloolang,ill,ill
彭博社,phênn-phok-siā,16,phêⁿ-phok-siā,phenn5phoksia7,phenn5phoksia7,phennphoksia,phennphoksia,pps,pps
彭博社,phînn-phok-siā,16,phîⁿ-phok-siā,phinn5phoksia7,phinn5phoksia7,phinnphoksia,phinnphoksia,pps,pps
後旋踢,āu-suân-that,16,āu-soân-that,au7suan5that,au7soan5that,ausuanthat,ausoanthat,ast,ast
後遺症,āu-uî-tsìng,16,āu-ûi-chèng,au7ui5tsing3,au7ui5cheng3,auuitsing,auuicheng,aut,auc
復活節,ho̍k-ua̍h-tseh,16,ho̍k-oa̍h-cheh,hok8uah8tseh,hok8oah8cheh,hokuahtseh,hokoahcheh,hut,hoc
復活節,ho̍k-ua̍h-tsueh,16,ho̍k-oa̍h-choeh,hok8uah8tsueh,hok8oah8choeh,hokuahtsueh,hokoahchoeh,hut,hoc
循環杯,sûn-khuân-pue,16,sûn-khoân-poe,sun5khuan5pue,sun5khoan5poe,sunkhuanpue,sunkhoanpoe,skp,skp
微波爐,bî-pho-lôo,16,bî-pho-lô͘,bi5pholoo5,bi5pholoo5,bipholoo,bipholoo,bpl,bpl
心絲蟲,sim-si-thâng,16,sim-si-thâng,simsithang5,simsithang5,simsithang,simsithang,sst,sst
心輔狗,sim-hú-káu,16,sim-hú-káu,simhu2kau2,simhu2kau2,simhukau,simhukau,shk,shk
快時尚,khuài-sî-siōng,16,khoài-sî-siōng,khuai3si5siong7,khoai3si5siong7,khuaisisiong,khoaisisiong,kss,kss
快速齒,khuài-sok-khí,16,khoài-sok-khí,khuai3sokkhi2,khoai3sokkhi2,khuaisokkhi,khoaisokkhi,ksk,ksk
性騷擾,sìng-so-jiáu,16,sèng-so-jiáu,sing3sojiau2,seng3sojiau2,singsojiau,sengsojiau,ssj,ssj
憂鬱症,iu-ut-tsìng,16,iu-ut-chèng,iuuttsing3,iuutcheng3,iuuttsing,iuutcheng,iut,iuc
懸低槓,kuân-kē-kǹg,16,koân-kē-kǹg,kuan5ke7kng3,koan5ke7kng3,kuankekng,koankekng,kkk,kkk
戮銃術,lak-tshìng-su̍t,16,lak-chhèng-su̍t,laktshing3sut8,lakchheng3sut8,laktshingsut,lakchhengsut,lts,lcs
扇形筅,sìnn-hîng-tshíng,16,sìⁿ-hêng-chhéng,sinn3hing5tshing2,sinn3heng5chheng2,sinnhingtshing,sinnhengchheng,sht,shc
手摵杯,tshiú-tshi̍k-pue,16,chhiú-chhe̍k-poe,tshiu2tshik8pue,chhiu2chhek8poe,tshiutshikpue,chhiuchhekpoe,ttp,ccp
手摵茶,tshiú-tshi̍k-tê,16,chhiú-chhe̍k-tê,tshiu2tshik8te5,chhiu2chhek8te5,tshiutshikte,chhiuchhekte,ttt,cct
手肚仁,tshiú-tóo-jîn,16,chhiú-tó͘-jîn,tshiu2too2jin5,chhiu2too2jin5,tshiutoojin,chhiutoojin,ttj,ctj
手肚仁,tshiú-tóo-lîn,16,chhiú-tó͘-lîn,tshiu2too2lin5,chhiu2too2lin5,tshiutoolin,chhiutoolin,ttl,ctl
打擊者,tánn-kik-tsiá,16,táⁿ-kek-chiá,tann2kiktsia2,tann2kekchia2,tannkiktsia,tannkekchia,tkt,tkc
抗力肌,khòng-li̍k-ki,16,khòng-le̍k-ki,khong3lik8ki,khong3lek8ki,khonglikki,khonglekki,klk,klk
抗𤶃仔,khòng-thiāu-á,16,khòng-thiāu-á,khong3thiau7a2,khong3thiau7a2,khongthiaua,khongthiaua,kta,kta
抹粉底,buah-hún-té,16,boah-hún-té,buahhun2te2,boahhun2te2,buahhunte,boahhunte,bht,bht
