hanzi,tl,frequency,poj,tl_num,poj_num,tl_notone,poj_notone,tl_abbrev,poj_abbrev
強迫進壘,kiông-pik tsìn-luí,12,kiông-pek chìn-lúi,kiong5pik4tsin3lui2,kiong5pek4chin3lui2,kiongpiktsinlui,kiongpekchinlui,kptl,kpcl
後備選手,āu-pī suán-tshiú,12,āu-pī soán-chhiú,au7pi7suan2tshiu2,au7pi7soan2chhiu2,aupisuantshiu,aupisoanchhiu,apst,apsc
後援 phit-tsiah,āu-uān phit-tsiah,12,āu-oān phit-chiah,au7uan7phit4tsiah4,au7oan7phit4chiah4,auuanphittsiah,auoanphitchiah,aupt,aopc
後援出賽,āu-uān tshut-sài,12,āu-oān chhut-sài,au7uan7tshut4sai3,au7oan7chhut4sai3,auuantshutsai,auoanchhutsai,auts,aocs
後援投手,āu-uān tâu-tshiú,12,āu-oān tâu-chhiú,au7uan7tau5tshiu2,au7oan7tau5chhiu2,auuantautshiu,auoantauchhiu,autt,aotc
後設資料,āu-siat tsu-liāu,12,āu-siat chu-liāu,au7siat4tsu1liau7,au7siat4chu1liau7,ausiattsuliau,ausiatchuliau,astl,ascl
得分位置,tit-hun uī-tì,12,tit-hun ūi-tì,tit4hun1ui7ti3,tit4hun1ui7ti3,tithunuiti,tithunuiti,thut,thut
復健教練,ho̍k-kiān kàu-liān,12,ho̍k-kiān kàu-liān,hok8kian7kau3lian7,hok8kian7kau3lian7,hokkiankaulian,hokkiankaulian,hkkl,hkkl
德國煙腸,tik-kok ian-tshiâng,12,tek-kok ian-chhiâng,tik4kok4ian1tshiang5,tek4kok4ian1chhiang5,tikkokiantshiang,tekkokianchhiang,tkit,tkic
心肌梗塞,sim-ki kīng-sik,12,sim-ki kēng-sek,sim1ki1king7sik4,sim1ki1keng7sek4,simkikingsik,simkikengsek,skks,skks
心肌梗窒,sim-ki kénn-that,12,sim-ki kéⁿ-that,sim1ki1kenn2that4,sim1ki1kenn2that4,simkikennthat,simkikennthat,skkt,skkt
心肌梗窒,sim-ki kínn-that,12,sim-ki kíⁿ-that,sim1ki1kinn2that4,sim1ki1kinn2that4,simkikinnthat,simkikinnthat,skkt,skkt
心血管病,sim-hueh-kńg-pēnn,12,sim-hoeh-kńg-pēⁿ,sim1hueh4kng2penn7,sim1hoeh4kng2penn7,simhuehkngpenn,simhoehkngpenn,shkp,shkp
心血管病,sim-huih-kńg-pīnn,12,sim-huih-kńg-pīⁿ,sim1huih4kng2pinn7,sim1huih4kng2pinn7,simhuihkngpinn,simhuihkngpinn,shkp,shkp
快樂棒球,khuài-lo̍k pāng-kiû,12,khoài-lo̍k pāng-kiû,khuai3lok8pang7kiu5,khoai3lok8pang7kiu5,khuailokpangkiu,khoailokpangkiu,klpk,klpk
快樂野球,khuài-lo̍k iá-kiû,12,khoài-lo̍k iá-kiû,khuai3lok8ia2kiu5,khoai3lok8ia2kiu5,khuailokiakiu,khoailokiakiu,klik,klik
情緒叨撚,tsîng-sū lo-lián,12,chêng-sū lo-lián,tsing5su7lo1lian2,cheng5su7lo1lian2,tsingsulolian,chengsulolian,tsll,csll
惡性腫瘤,ok-sìng tsíng-liû,12,ok-sèng chéng-liû,ok4sing3tsing2liu5,ok4seng3cheng2liu5,oksingtsingliu,oksengchengliu,ostl,oscl
應用程式,ìng-iōng thîng-sik,12,èng-iōng thêng-sek,ing3iong7thing5sik4,eng3iong7theng5sek4,ingiongthingsik,engiongthengsek,iits,eits
應用程式,ìng-iōng tîng-sik,12,èng-iōng têng-sek,ing3iong7ting5sik4,eng3iong7teng5sek4,ingiongtingsik,engiongtengsek,iits,eits
打擊教練,tánn-kik kàu-liān,12,táⁿ-kek kàu-liān,tann2kik4kau3lian7,tann2kek4kau3lian7,tannkikkaulian,tannkekkaulian,tkkl,tkkl
打擊順序,tánn-kik sūn-sī,12,táⁿ-kek sūn-sī,tann2kik4sun7si7,tann2kek4sun7si7,tannkiksunsi,tannkeksunsi,tkss,tkss
打擊順序,tánn-kik sūn-sū,12,táⁿ-kek sūn-sū,tann2kik4sun7su7,tann2kek4sun7su7,tannkiksunsu,tannkeksunsu,tkss,tkss
打跑戰術,tánn-pháu tsiàn-su̍t,12,táⁿ-pháu chiàn-su̍t,tann2phau2tsian3sut8,tann2phau2chian3sut8,tannphautsiansut,tannphauchiansut,tpts,tpcs
技術委員,ki-su̍t uí-uân,12,ki-su̍t úi-oân,ki1sut8ui2uan5,ki1sut8ui2oan5,kisutuiuan,kisutuioan,ksuu,ksuo
投手教練,tâu-tshiú kàu-liān,12,tâu-chhiú kàu-liān,tau5tshiu2kau3lian7,tau5chhiu2kau3lian7,tautshiukaulian,tauchhiukaulian,ttkl,tckl
投手犯規,tâu-tshiú huān-kui,12,tâu-chhiú hoān-kui,tau5tshiu2huan7kui1,tau5chhiu2hoan7kui1,tautshiuhuankui,tauchhiuhoankui,tthk,tchk
投捕教練,tâu-póo kàu-liān,12,tâu-pó͘ kàu-liān,tau5poo2kau3lian7,tau5poo2kau3lian7,taupookaulian,taupookaulian,tpkl,tpkl
投球局數,tâu-kiû kio̍k-sòo,12,tâu-kiû kio̍k-sò͘,tau5kiu5kiok8soo3,tau5kiu5kiok8soo3,taukiukioksoo,taukiukioksoo,tkks,tkks
投補配搭,tâu-póo phuè-tah,12,tâu-pó͘ phòe-tah,tau5poo2phue3tah4,tau5poo2phoe3tah4,taupoophuetah,taupoophoetah,tppt,tppt
抗力作用,khòng-li̍k tsok-iōng,12,khòng-le̍k chok-iōng,khong3lik8tsok4iong7,khong3lek8chok4iong7,khongliktsokiong,khonglekchokiong,klti,klci
拉不拉多,la-put-la-to,12,la-put-la-to,la1put4la1to1,la1put4la1to1,laputlato,laputlato,lplt,lplt
拍光粉餅,phah-kng hún-piánn,12,phah-kng hún-piáⁿ,phah4kng1hun2piann2,phah4kng1hun2piann2,phahknghunpiann,phahknghunpiann,pkhp,pkhp
拗式手機,áu-sik tshiú-ki,12,áu-sek chhiú-ki,au2sik4tshiu2ki1,au2sek4chhiu2ki1,ausiktshiuki,ausekchhiuki,astk,asck
拿鐵咖啡,la-thé ka-pi,12,la-thé ka-pi,la1the2ka1pi1,la1the2ka1pi1,lathekapi,lathekapi,ltkp,ltkp
指定打擊,tsí-tīng-tánn-kik,12,chí-tēng-táⁿ-kek,tsi2ting7tann2kik4,chi2teng7tann2kek4,tsitingtannkik,chitengtannkek,tttk,cttk
指定讓渡,tsí-tīng jiōng-tōo,12,chí-tēng jiōng-tō͘,tsi2ting7jiong7too7,chi2teng7jiong7too7,tsitingjiongtoo,chitengjiongtoo,ttjt,ctjt
指定讓渡,tsí-tīng liōng-tōo,12,chí-tēng liōng-tō͘,tsi2ting7liong7too7,chi2teng7liong7too7,tsitingliongtoo,chitengliongtoo,ttlt,ctlt
指紋解鎖,tsí-bûn kái-só,12,chí-bûn kái-só,tsi2bun5kai2so2,chi2bun5kai2so2,tsibunkaiso,chibunkaiso,tbks,cbks
捕手妨礙,póo-tshiú hông-gāi,12,pó͘-chhiú hông-gāi,poo2tshiu2hong5gai7,poo2chhiu2hong5gai7,pootshiuhonggai,poochhiuhonggai,pthg,pchg
捕手教練,póo-tshiú kàu-liān,12,pó͘-chhiú kàu-liān,poo2tshiu2kau3lian7,poo2chhiu2kau3lian7,pootshiukaulian,poochhiukaulian,ptkl,pckl
授權鎖匙,siū-khuân só-sî,12,siū-khoân só-sî,siu7khuan5so2si5,siu7khoan5so2si5,siukhuansosi,siukhoansosi,skss,skss
掛耳咖啡,kuà-hī ka-pi,12,kòa-hī ka-pi,kua3hi7ka1pi1,koa3hi7ka1pi1,kuahikapi,koahikapi,khkp,khkp
掛耳咖啡,kuà-hīnn ka-pi,12,kòa-hīⁿ ka-pi,kua3hinn7ka1pi1,koa3hinn7ka1pi1,kuahinnkapi,koahinnkapi,khkp,khkp
接力走標,tsiap-li̍k tsáu-pio,12,chiap-le̍k cháu-pio,tsiap4lik8tsau2pio1,chiap4lek8chau2pio1,tsiapliktsaupio,chiaplekchaupio,tltp,clcp
接目睫毛,tsiap ba̍k-tsiah-mn̂g,12,chiap ba̍k-chiah-mn̂g,tsiap4bak8tsiah4mng5,chiap4bak8chiah4mng5,tsiapbaktsiahmng,chiapbakchiahmng,tbtm,cbcm
接目睫毛,tsiap ba̍k-tsiap-mn̂g,12,chiap ba̍k-chiap-mn̂g,tsiap4bak8tsiap4mng5,chiap4bak8chiap4mng5,tsiapbaktsiapmng,chiapbakchiapmng,tbtm,cbcm
掩身戰機,iám-sin tsiàn-ki,12,iám-sin chiàn-ki,iam2sin1tsian3ki1,iam2sin1chian3ki1,iamsintsianki,iamsinchianki,istk,isck
提拉米蘇,thī-lā-mī-sú,12,thī-lā-mī-sú,thi7la7mi7su2,thi7la7mi7su2,thilamisu,thilamisu,tlms,tlms
搜揣 ia̋n-jín,tshiau-tshuē ia̋n-jín,12,chhiau-chhōe iăn-jín,tshiau1tshue7ian1jin2,chhiau1chhoe7ian9jin2,tshiautshueianjin,chhiauchhoeianjin,ttij,ccij
搜揣 ia̋n-jín,tshiau-tshē ia̋n-jín,12,chhiau-chhē iăn-jín,tshiau1tshe7ian1jin2,chhiau1chhe7ian9jin2,tshiautsheianjin,chhiauchheianjin,ttij,ccij
摩卡咖啡,môo-khah ka-pi,12,mô͘-khah ka-pi,moo5khah4ka1pi1,moo5khah4ka1pi1,mookhahkapi,mookhahkapi,mkkp,mkkp
擴充功能,khok-tshiong kong-lîng,12,khok-chhiong kong-lêng,khok4tshiong1kong1ling5,khok4chhiong1kong1leng5,khoktshiongkongling,khokchhiongkongleng,ktkl,kckl
收 khoo-mí-sióng,siu khoo-mí-sióng,12,siu kho͘-mí-sióng,siu1khoo1mi2siong2,siu1khoo1mi2siong2,siukhoomisiong,siukhoomisiong,skms,skms
收烏西錢,siu oo-se-tsînn,12,siu o͘-se-chîⁿ,siu1oo1se1tsinn5,siu1oo1se1chinn5,siuoosetsinn,siuoosechinn,sost,sosc
攻守陣容,kong-siú tīn-iông,12,kong-siú tīn-iông,kong1siu2tin7iong5,kong1siu2tin7iong5,kongsiutiniong,kongsiutiniong,ksti,ksti
攻擊指數,kong-kik tsí-sòo,12,kong-kek chí-sò͘,kong1kik4tsi2soo3,kong1kek4chi2soo3,kongkiktsisoo,kongkekchisoo,kkts,kkcs
政治分贓,tsìng-tī pun-tsng,12,chèng-tī pun-chng,tsing3ti7pun1tsng1,cheng3ti7pun1chng1,tsingtipuntsng,chengtipunchng,ttpt,ctpc
故意保送,kòo-ì pó-sàng,12,kò͘-ì pó-sàng,koo3i3po2sang3,koo3i3po2sang3,kooiposang,kooiposang,kips,kips
故意四䆀,kòo-ì sì-bái,12,kò͘-ì sì-bái,koo3i3si3bai2,koo3i3si3bai2,kooisibai,kooisibai,kisb,kisb
故意漏球,kòo-ì lāu-kiû,12,kò͘-ì lāu-kiû,koo3i3lau7kiu5,koo3i3lau7kiu5,kooilaukiu,kooilaukiu,kilk,kilk
故意落球,kòo-ì lak-kiû,12,kò͘-ì lak-kiû,koo3i3lak4kiu5,koo3i3lak4kiu5,kooilakkiu,kooilakkiu,kilk,kilk
救援 phit-tsiah,kiù-uān phit-tsiah,12,kiù-oān phit-chiah,kiu3uan7phit4tsiah4,kiu3oan7phit4chiah4,kiuuanphittsiah,kiuoanphitchiah,kupt,kopc
救援失敗,kiù-uān sit-pāi,12,kiù-oān sit-pāi,kiu3uan7sit4pai7,kiu3oan7sit4pai7,kiuuansitpai,kiuoansitpai,kusp,kosp
救援成功,kiù-uān sîng-kong,12,kiù-oān sêng-kong,kiu3uan7sing5kong1,kiu3oan7seng5kong1,kiuuansingkong,kiuoansengkong,kusk,kosk
救援投手,kiù-uān tâu-tshiú,12,kiù-oān tâu-chhiú,kiu3uan7tau5tshiu2,kiu3oan7tau5chhiu2,kiuuantautshiu,kiuoantauchhiu,kutt,kotc
救援機會,kiù-uān ki-huē,12,kiù-oān ki-hōe,kiu3uan7ki1hue7,kiu3oan7ki1hoe7,kiuuankihue,kiuoankihoe,kukh,kokh
散工換蹛,suánn-kang uānn-tuà,12,sóaⁿ-kang ōaⁿ-tòa,suann2kang1uann7tua3,soann2kang1oann7toa3,suannkanguanntua,soannkangoanntoa,skut,skot
敨結賽制,tháu-kat-sài-tsè,12,tháu-kat-sài-chè,thau2kat4sai3tse3,thau2kat4sai3che3,thaukatsaitse,thaukatsaiche,tkst,tksc
文字樣式,bûn-jī iūnn-sik,12,bûn-jī iūⁿ-sek,bun5ji7iunn7sik4,bun5ji7iunn7sek4,bunjiiunnsik,bunjiiunnsek,bjis,bjis
文字樣式,bûn-lī iūnn-sik,12,bûn-lī iūⁿ-sek,bun5li7iunn7sik4,bun5li7iunn7sek4,bunliiunnsik,bunliiunnsek,blis,blis
文字游標,bûn-jī iû-piau,12,bûn-jī iû-piau,bun5ji7iu5piau1,bun5ji7iu5piau1,bunjiiupiau,bunjiiupiau,bjip,bjip
文字游標,bûn-lī iû-phiau,12,bûn-lī iû-phiau,bun5li7iu5phiau1,bun5li7iu5phiau1,bunliiuphiau,bunliiuphiau,blip,blip
斑腿青虳,pan-thuí tshenn-ioh,12,pan-thúi chheⁿ-ioh,pan1thui2tshenn1ioh4,pan1thui2chhenn1ioh4,panthuitshennioh,panthuichhennioh,ptti,ptci
斷籬倒壁,tn̄g-lî tó-piah,12,tn̄g-lî tó-piah,tng7li5to2piah4,tng7li5to2piah4,tnglitopiah,tnglitopiah,tltp,tltp
易科罰金,i̍k-kho hua̍t-kim,12,e̍k-kho hoa̍t-kim,ik8kho1huat8kim1,ek8kho1hoat8kim1,ikkhohuatkim,ekkhohoatkim,ikhk,ekhk
智力運動,tì-li̍k ūn-tōng,12,tì-le̍k ūn-tōng,ti3lik8un7tong7,ti3lek8un7tong7,tilikuntong,tilekuntong,tlut,tlut
最佳紀錄,tsuè-ka kì-lio̍k,12,chòe-ka kì-lio̍k,tsue3ka1ki3liok8,choe3ka1ki3liok8,tsuekakiliok,choekakiliok,tkkl,ckkl
最佳紀錄,tsuè-ka kì-lo̍k,12,chòe-ka kì-lo̍k,tsue3ka1ki3lok8,choe3ka1ki3lok8,tsuekakilok,choekakilok,tkkl,ckkl
有氧運動,iú-ióng ūn-tōng,12,iú-ióng ūn-tōng,iu2iong2un7tong7,iu2iong2un7tong7,iuionguntong,iuionguntong,iiut,iiut
有氧體操,iú-ióng thé-tshau,12,iú-ióng thé-chhau,iu2iong2the2tshau1,iu2iong2the2chhau1,iuiongthetshau,iuiongthechhau,iitt,iitc
本壘相挵,pún-luí sio-lòng,12,pún-lúi sio-lòng,pun2lui2sio1long3,pun2lui2sio1long3,punluisiolong,punluisiolong,plsl,plsl
核心肌群,hi̍k-sim ki-kûn,12,he̍k-sim ki-kûn,hik8sim1ki1kun5,hek8sim1ki1kun5,hiksimkikun,heksimkikun,hskk,hskk
核酸檢測,hi̍k-sng kiám-tshik,12,he̍k-sng kiám-chhek,hik8sng1kiam2tshik4,hek8sng1kiam2chhek4,hiksngkiamtshik,heksngkiamchhek,hskt,hskc
框線粗幼,khing-suànn tshoo-iù,12,kheng-sòaⁿ chho͘-iù,khing1suann3tshoo1iu3,kheng1soann3chhoo1iu3,khingsuanntshooiu,khengsoannchhooiu,ksti,ksci
桌面背景,toh-bīn puē-kíng,12,toh-bīn pōe-kéng,toh4bin7pue7king2,toh4bin7poe7keng2,tohbinpueking,tohbinpoekeng,tbpk,tbpk
桌頂遊戲,toh-tíng iû-hì,12,toh-téng iû-hì,toh4ting2iu5hi3,toh4teng2iu5hi3,tohtingiuhi,tohtengiuhi,ttih,ttih
極限運動,ki̍k-hān ūn-tōng,12,ke̍k-hān ūn-tōng,kik8han7un7tong7,kek8han7un7tong7,kikhanuntong,kekhanuntong,khut,khut
槓桿原理,kǹg-kuáinn guân-lí,12,kǹg-koáiⁿ goân-lí,kng3kuainn2guan5li2,kng3koainn2goan5li2,kngkuainnguanli,kngkoainngoanli,kkgl,kkgl
標靶藥物,piau-pé io̍h-bu̍t,12,piau-pé io̍h-bu̍t,piau1pe2ioh8but8,piau1pe2ioh8but8,piaupeiohbut,piaupeiohbut,ppib,ppib
橐袋仔餅,lak-tē-á-piánn,12,lak-tē-á-piáⁿ,lak4te7a2piann2,lak4te7a2piann2,lakteapiann,lakteapiann,ltap,ltap
機械手骨,ki-hāi tshiú-kut,12,ki-hāi chhiú-kut,ki1hai7tshiu2kut4,ki1hai7chhiu2kut4,kihaitshiukut,kihaichhiukut,khtk,khck
檔案總管,tòng-àn tsóng-kuán,12,tòng-àn chóng-koán,tong3an3tsong2kuan2,tong3an3chong2koan2,tongantsongkuan,tonganchongkoan,tatk,tack
檔案總管,tóng-àn tsóng-kuán,12,tóng-àn chóng-koán,tong2an3tsong2kuan2,tong2an3chong2koan2,tongantsongkuan,tonganchongkoan,tatk,tack
檸檬咖啡,lê-bóng ka-pi,12,lê-bóng ka-pi,le5bong2ka1pi1,le5bong2ka1pi1,lebongkapi,lebongkapi,lbkp,lbkp
檸檬紅茶,lê-bóng âng-tê,12,lê-bóng âng-tê,le5bong2ang5te5,le5bong2ang5te5,lebongangte,lebongangte,lbat,lbat
歕觱仔人,pûn-pi-á-lâng,12,pûn-pi-á-lâng,pun5pi1a2lang5,pun5pi1a2lang5,punpialang,punpialang,ppal,ppal
正外野手,tsiànn-guā-iá-tshiú,12,chiàⁿ-gōa-iá-chhiú,tsiann3gua7ia2tshiu2,chiann3goa7ia2chhiu2,tsiannguaiatshiu,chianngoaiachhiu,tgit,cgic
正子選單,tsiànn-jí suán-tuann,12,chiàⁿ-jí soán-toaⁿ,tsiann3ji2suan2tuann1,chiann3ji2soan2toann1,tsiannjisuantuann,chiannjisoantoann,tjst,cjst
正子選單,tsiànn-lí suán-tuann,12,chiàⁿ-lí soán-toaⁿ,tsiann3li2suan2tuann1,chiann3li2soan2toann1,tsiannlisuantuann,chiannlisoantoann,tlst,clst
步銃射擊,pōo-tshìng siā-kik,12,pō͘-chhèng siā-kek,poo7tshing3sia7kik4,poo7chheng3sia7kek4,pootshingsiakik,poochhengsiakek,ptsk,pcsk
武藝運動,bú-gē ūn-tōng,12,bú-gē ūn-tōng,bu2ge7un7tong7,bu2ge7un7tong7,bugeuntong,bugeuntong,bgut,bgut
殕色地帶,phú-sik tuē-tài,12,phú-sek tōe-tài,phu2sik4tue7tai3,phu2sek4toe7tai3,phusiktuetai,phusektoetai,pstt,pstt
殕色地帶,phú-sik tē-tài,12,phú-sek tē-tài,phu2sik4te7tai3,phu2sek4te7tai3,phusiktetai,phusektetai,pstt,pstt
毛管空粗,mn̂g-kńg-khang tshoo,12,mn̂g-kńg-khang chho͘,mng5kng2khang1tshoo1,mng5kng2khang1chhoo1,mngkngkhangtshoo,mngkngkhangchhoo,mkkt,mkkc
氣墊粉餅,khì-tiām hún-piánn,12,khì-tiām hún-piáⁿ,khi3tiam7hun2piann2,khi3tiam7hun2piann2,khitiamhunpiann,khitiamhunpiann,kthp,kthp
水上比賽,tsuí-siōng pí-sài,12,chúi-siōng pí-sài,tsui2siong7pi2sai3,chui2siong7pi2sai3,tsuisiongpisai,chuisiongpisai,tsps,csps
水上活動,tsuí-siōng ua̍h-tāng,12,chúi-siōng oa̍h-tāng,tsui2siong7uah8tang7,chui2siong7oah8tang7,tsuisionguahtang,chuisiongoahtang,tsut,csot
水上活動,tsuí-siōng ua̍h-tōng,12,chúi-siōng oa̍h-tōng,tsui2siong7uah8tong7,chui2siong7oah8tong7,tsuisionguahtong,chuisiongoahtong,tsut,csot
水上芭蕾,tsuí-siōng pa-lé,12,chúi-siōng pa-lé,tsui2siong7pa1le2,chui2siong7pa1le2,tsuisiongpale,chuisiongpale,tspl,cspl
水上警察,tsuí-siōng kíng-tshat,12,chúi-siōng kéng-chhat,tsui2siong7king2tshat4,chui2siong7keng2chhat4,tsuisiongkingtshat,chuisiongkengchhat,tskt,cskc
水上運動,tsuí-siōng ūn-tōng,12,chúi-siōng ūn-tōng,tsui2siong7un7tong7,chui2siong7un7tong7,tsuisionguntong,chuisionguntong,tsut,csut
沖泡飲品,tshiong-phàu ím-phín,12,chhiong-phàu ím-phín,tshiong1phau3im2phin2,chhiong1phau3im2phin2,tshiongphauimphin,chhiongphauimphin,tpip,cpip
沙埔排球,sua-poo pâi-kiû,12,soa-po͘ pâi-kiû,sua1poo1pai5kiu5,soa1poo1pai5kiu5,suapoopaikiu,soapoopaikiu,sppk,sppk
油水平衡,iû-tsuí pîng-hîng,12,iû-chúi pêng-hêng,iu5tsui2ping5hing5,iu5chui2peng5heng5,iutsuipinghing,iuchuipengheng,itph,icph
法國長麭,huat-kok tn̂g-pháng,12,hoat-kok tn̂g-pháng,huat4kok4tng5phang2,hoat4kok4tng5phang2,huatkoktngphang,hoatkoktngphang,hktp,hktp
法式輾球,huat-sik liàn-kiû,12,hoat-sek liàn-kiû,huat4sik4lian3kiu5,hoat4sek4lian3kiu5,huatsikliankiu,hoatsekliankiu,hslk,hslk
法式輾球,huat-sik lìn-kiû,12,hoat-sek lìn-kiû,huat4sik4lin3kiu5,hoat4sek4lin3kiu5,huatsiklinkiu,hoatseklinkiu,hslk,hslk
泰式奶茶,thài-sik ling-tê,12,thài-sek leng-tê,thai3sik4ling1te5,thai3sek4leng1te5,thaisiklingte,thaiseklengte,tslt,tslt
泰式奶茶,thài-sik ni-tê,12,thài-sek ni-tê,thai3sik4ni1te5,thai3sek4ni1te5,thaisiknite,thaiseknite,tsnt,tsnt
洋九層塔,iûnn-káu-tsàn-thah,12,iûⁿ-káu-chàn-thah,iunn5kau2tsan3thah4,iunn5kau2chan3thah4,iunnkautsanthah,iunnkauchanthah,iktt,ikct
活取器官,ua̍h-tshú khì-kuan,12,oa̍h-chhú khì-koan,uah8tshu2khi3kuan1,oah8chhu2khi3koan1,uahtshukhikuan,oahchhukhikoan,utkk,ockk
海水浴場,hái-tsuí i̍k-tiûnn,12,hái-chúi e̍k-tiûⁿ,hai2tsui2ik8tiunn5,hai2chui2ek8tiunn5,haitsuiiktiunn,haichuiektiunn,htit,hcet
淨零排放,tsīng-lîng pâi-hòng,12,chēng-lêng pâi-hòng,tsing7ling5pai5hong3,cheng7leng5pai5hong3,tsinglingpaihong,chenglengpaihong,tlph,clph
深色模式,tshim-sik bôo-sik,12,chhim-sek bô͘-sek,tshim1sik4boo5sik4,chhim1sek4boo5sek4,tshimsikboosik,chhimsekboosek,tsbs,csbs
混合雙打,hūn-ha̍p siang-tánn,12,hūn-ha̍p siang-táⁿ,hun7hap8siang1tann2,hun7hap8siang1tann2,hunhapsiangtann,hunhapsiangtann,hhst,hhst
淺色模式,tshián-sik bôo-sik,12,chhián-sek bô͘-sek,tshian2sik4boo5sik4,chhian2sek4boo5sek4,tshiansikboosik,chhiansekboosek,tsbs,csbs
清壘打者,tshing-luí tánn-tsiá,12,chheng-lúi táⁿ-chiá,tshing1lui2tann2tsia2,chheng1lui2tann2chia2,tshingluitanntsia,chhengluitannchia,tltt,cltc
溫室效應,un-sik hāu-ìng,12,un-sek hāu-èng,un1sik4hau7ing3,un1sek4hau7eng3,unsikhauing,unsekhaueng,ushi,ushe
溫室氣體,un-sik khì-thé,12,un-sek khì-thé,un1sik4khi3the2,un1sek4khi3the2,unsikkhithe,unsekkhithe,uskt,uskt
滑輪搝落,ku̍t-lián giú-lo̍h,12,ku̍t-lián giú-lo̍h,kut8lian2giu2loh8,kut8lian2giu2loh8,kutliangiuloh,kutliangiuloh,klgl,klgl
滑輪搝落,ku̍t-lián khiú-lo̍h,12,ku̍t-lián khiú-lo̍h,kut8lian2khiu2loh8,kut8lian2khiu2loh8,kutliankhiuloh,kutliankhiuloh,klkl,klkl
滑鼠停留,ku̍t-tshí thîng-liû,12,ku̍t-chhí thêng-liû,kut8tshi2thing5liu5,kut8chhi2theng5liu5,kuttshithingliu,kutchhithengliu,kttl,kctl
滑鼠停留,ku̍t-tshú thîng-liû,12,ku̍t-chhú thêng-liû,kut8tshu2thing5liu5,kut8chhu2theng5liu5,kuttshuthingliu,kutchhuthengliu,kttl,kctl
潛艇割包,tsiâm-thíng kuah-pau,12,chiâm-théng koah-pau,tsiam5thing2kuah4pau1,chiam5theng2koah4pau1,tsiamthingkuahpau,chiamthengkoahpau,ttkp,ctkp
濃縮咖啡,lông-sok ka-pi,12,lông-sok ka-pi,long5sok4ka1pi1,long5sok4ka1pi1,longsokkapi,longsokkapi,lskp,lskp
濾掛咖啡,lī-kuà ka-pi,12,lī-kòa ka-pi,li7kua3ka1pi1,li7koa3ka1pi1,likuakapi,likoakapi,lkkp,lkkp
濾掛咖啡,lū-kuà ka-pi,12,lū-kòa ka-pi,lu7kua3ka1pi1,lu7koa3ka1pi1,lukuakapi,lukoakapi,lkkp,lkkp
烏頭粉刺,oo-thâu hún-tshì,12,o͘-thâu hún-chhì,oo1thau5hun2tshi3,oo1thau5hun2chhi3,oothauhuntshi,oothauhunchhi,otht,othc
無痕模式,bô-hûn bôo-sik,12,bô-hûn bô͘-sek,bo5hun5boo5sik4,bo5hun5boo5sek4,bohunboosik,bohunboosek,bhbs,bhbs
無線滑鼠,bô-suànn ku̍t-tshí,12,bô-sòaⁿ ku̍t-chhí,bo5suann3kut8tshi2,bo5soann3kut8chhi2,bosuannkuttshi,bosoannkutchhi,bskt,bskc
無線滑鼠,bô-suànn ku̍t-tshú,12,bô-sòaⁿ ku̍t-chhú,bo5suann3kut8tshu2,bo5soann3kut8chhu2,bosuannkuttshu,bosoannkutchhu,bskt,bskc
無線耳機,bô-suànn hī-ki,12,bô-sòaⁿ hī-ki,bo5suann3hi7ki1,bo5soann3hi7ki1,bosuannhiki,bosoannhiki,bshk,bshk
無線耳機,bô-suànn hīnn-ki,12,bô-sòaⁿ hīⁿ-ki,bo5suann3hinn7ki1,bo5soann3hinn7ki1,bosuannhinnki,bosoannhinnki,bshk,bshk
無線齒盤,bô-suànn khí-puânn,12,bô-sòaⁿ khí-pôaⁿ,bo5suann3khi2puann5,bo5soann3khi2poann5,bosuannkhipuann,bosoannkhipoann,bskp,bskp
熟似人客,si̍k-sāi lâng-kheh,12,se̍k-sāi lâng-kheh,sik8sai7lang5kheh4,sek8sai7lang5kheh4,siksailangkheh,seksailangkheh,sslk,sslk
熱壓俗麭,jia̍t-ap sio̍k-pháng,12,jia̍t-ap sio̍k-pháng,jiat8ap4siok8phang2,jiat8ap4siok8phang2,jiatapsiokphang,jiatapsiokphang,jasp,jasp
熱壓俗麭,lia̍t-ap sio̍k-pháng,12,lia̍t-ap sio̍k-pháng,liat8ap4siok8phang2,liat8ap4siok8phang2,liatapsiokphang,liatapsiokphang,lasp,lasp
熱脹冷縮,jia̍t-tiòng-líng-sok,12,jia̍t-tiòng-léng-sok,jiat8tiong3ling2sok4,jiat8tiong3leng2sok4,jiattionglingsok,jiattionglengsok,jtls,jtls
熱脹冷縮,lia̍t-tiòng-líng-sok,12,lia̍t-tiòng-léng-sok,liat8tiong3ling2sok4,liat8tiong3leng2sok4,liattionglingsok,liattionglengsok,ltls,ltls
燒一下,sio--tsi̍t-ē,12,sio--chi̍t-ē,sio1tsit8e7,sio1chit8e7,siotsite,siochite,ste,sce
燒幾粒仔,sio kuí lia̍p-á,12,sio kúi lia̍p-á,sio1kui2liap8a2,sio1kui2liap8a2,siokuiliapa,siokuiliapa,skla,skla
燒膨冷縮,sio-phòng-líng-sok,12,sio-phòng-léng-sok,sio1phong3ling2sok4,sio1phong3leng2sok4,siophonglingsok,siophonglengsok,spls,spls
營養午餐,îng-ióng ngóo-tshan,12,êng-ióng ngó͘-chhan,ing5iong2ngoo2tshan1,eng5iong2ngoo2chhan1,ingiongngootshan,engiongngoochhan,iint,einc
